Geo_ID,County_State,County,State,State_Abbrev
0500000US18021,"Clay County, Indiana",Clay County,Indiana,IN
0500000US18023,"Clinton County, Indiana",Clinton County,Indiana,IN
0500000US18025,"Crawford County, Indiana",Crawford County,Indiana,IN
0500000US18027,"Daviess County, Indiana",Daviess County,Indiana,IN
0500000US18029,"Dearborn County, Indiana",Dearborn County,Indiana,IN
0500000US18031,"Decatur County, Indiana",Decatur County,Indiana,IN
0500000US18033,"DeKalb County, Indiana",DeKalb County,Indiana,IN
0500000US18035,"Delaware County, Indiana",Delaware County,Indiana,IN
0500000US18037,"Dubois County, Indiana",Dubois County,Indiana,IN
0500000US18039,"Elkhart County, Indiana",Elkhart County,Indiana,IN
0500000US18041,"Fayette County, Indiana",Fayette County,Indiana,IN
0500000US18043,"Floyd County, Indiana",Floyd County,Indiana,IN
0500000US18045,"Fountain County, Indiana",Fountain County,Indiana,IN
0500000US18047,"Franklin County, Indiana",Franklin County,Indiana,IN
0500000US18049,"Fulton County, Indiana",Fulton County,Indiana,IN
0500000US18051,"Gibson County, Indiana",Gibson County,Indiana,IN
0500000US18053,"Grant County, Indiana",Grant County,Indiana,IN
0500000US18055,"Greene County, Indiana",Greene County,Indiana,IN
0500000US18057,"Hamilton County, Indiana",Hamilton County,Indiana,IN
0500000US18059,"Hancock County, Indiana",Hancock County,Indiana,IN
0500000US18061,"Harrison County, Indiana",Harrison County,Indiana,IN
0500000US18063,"Hendricks County, Indiana",Hendricks County,Indiana,IN
0500000US18065,"Henry County, Indiana",Henry County,Indiana,IN
0500000US18067,"Howard County, Indiana",Howard County,Indiana,IN
0500000US18069,"Huntington County, Indiana",Huntington County,Indiana,IN
0500000US18071,"Jackson County, Indiana",Jackson County,Indiana,IN
0500000US18073,"Jasper County, Indiana",Jasper County,Indiana,IN
0500000US18075,"Jay County, Indiana",Jay County,Indiana,IN
0500000US18077,"Jefferson County, Indiana",Jefferson County,Indiana,IN
0500000US18079,"Jennings County, Indiana",Jennings County,Indiana,IN
0500000US18081,"Johnson County, Indiana",Johnson County,Indiana,IN
0500000US18083,"Knox County, Indiana",Knox County,Indiana,IN
0500000US18085,"Kosciusko County, Indiana",Kosciusko County,Indiana,IN
0500000US18087,"LaGrange County, Indiana",LaGrange County,Indiana,IN
0500000US18089,"Lake County, Indiana",Lake County,Indiana,IN
0500000US18091,"LaPorte County, Indiana",LaPorte County,Indiana,IN
0500000US18093,"Lawrence County, Indiana",Lawrence County,Indiana,IN
0500000US18095,"Madison County, Indiana",Madison County,Indiana,IN
0500000US18097,"Marion County, Indiana",Marion County,Indiana,IN
0500000US18099,"Marshall County, Indiana",Marshall County,Indiana,IN
0500000US18101,"Martin County, Indiana",Martin County,Indiana,IN
0500000US18103,"Miami County, Indiana",Miami County,Indiana,IN
0500000US18105,"Monroe County, Indiana",Monroe County,Indiana,IN
0500000US18107,"Montgomery County, Indiana",Montgomery County,Indiana,IN
0500000US18109,"Morgan County, Indiana",Morgan County,Indiana,IN
0500000US18111,"Newton County, Indiana",Newton County,Indiana,IN
0500000US18113,"Noble County, Indiana",Noble County,Indiana,IN
0500000US18115,"Ohio County, Indiana",Ohio County,Indiana,IN
0500000US18117,"Orange County, Indiana",Orange County,Indiana,IN
0500000US18119,"Owen County, Indiana",Owen County,Indiana,IN
0500000US18121,"Parke County, Indiana",Parke County,Indiana,IN
0500000US18123,"Perry County, Indiana",Perry County,Indiana,IN
0500000US18125,"Pike County, Indiana",Pike County,Indiana,IN
0500000US18127,"Porter County, Indiana",Porter County,Indiana,IN
0500000US18129,"Posey County, Indiana",Posey County,Indiana,IN
0500000US18131,"Pulaski County, Indiana",Pulaski County,Indiana,IN
0500000US18133,"Putnam County, Indiana",Putnam County,Indiana,IN
0500000US18135,"Randolph County, Indiana",Randolph County,Indiana,IN
0500000US18137,"Ripley County, Indiana",Ripley County,Indiana,IN
0500000US18139,"Rush County, Indiana",Rush County,Indiana,IN
0500000US18141,"St. Joseph County, Indiana",St. Joseph County,Indiana,IN
0500000US18143,"Scott County, Indiana",Scott County,Indiana,IN
0500000US18145,"Shelby County, Indiana",Shelby County,Indiana,IN
0500000US18147,"Spencer County, Indiana",Spencer County,Indiana,IN
0500000US18149,"Starke County, Indiana",Starke County,Indiana,IN
0500000US18151,"Steuben County, Indiana",Steuben County,Indiana,IN
0500000US18153,"Sullivan County, Indiana",Sullivan County,Indiana,IN
0500000US18155,"Switzerland County, Indiana",Switzerland County,Indiana,IN
0500000US18157,"Tippecanoe County, Indiana",Tippecanoe County,Indiana,IN
0500000US18159,"Tipton County, Indiana",Tipton County,Indiana,IN
0500000US18161,"Union County, Indiana",Union County,Indiana,IN
0500000US18163,"Vanderburgh County, Indiana",Vanderburgh County,Indiana,IN
0500000US18165,"Vermillion County, Indiana",Vermillion County,Indiana,IN
0500000US18167,"Vigo County, Indiana",Vigo County,Indiana,IN
0500000US18169,"Wabash County, Indiana",Wabash County,Indiana,IN
0500000US18171,"Warren County, Indiana",Warren County,Indiana,IN
0500000US18173,"Warrick County, Indiana",Warrick County,Indiana,IN
0500000US18175,"Washington County, Indiana",Washington County,Indiana,IN
0500000US18177,"Wayne County, Indiana",Wayne County,Indiana,IN
0500000US18179,"Wells County, Indiana",Wells County,Indiana,IN
0500000US18181,"White County, Indiana",White County,Indiana,IN
0500000US18183,"Whitley County, Indiana",Whitley County,Indiana,IN
0500000US19001,"Adair County, Iowa",Adair County,Iowa,IA
0500000US19003,"Adams County, Iowa",Adams County,Iowa,IA
0500000US19005,"Allamakee County, Iowa",Allamakee County,Iowa,IA
0500000US19007,"Appanoose County, Iowa",Appanoose County,Iowa,IA
0500000US19009,"Audubon County, Iowa",Audubon County,Iowa,IA
0500000US19011,"Benton County, Iowa",Benton County,Iowa,IA
0500000US19013,"Black Hawk County, Iowa",Black Hawk County,Iowa,IA
0500000US19015,"Boone County, Iowa",Boone County,Iowa,IA
0500000US19017,"Bremer County, Iowa",Bremer County,Iowa,IA
0500000US19019,"Buchanan County, Iowa",Buchanan County,Iowa,IA
0500000US19021,"Buena Vista County, Iowa",Buena Vista County,Iowa,IA
0500000US19023,"Butler County, Iowa",Butler County,Iowa,IA
0500000US19025,"Calhoun County, Iowa",Calhoun County,Iowa,IA
0500000US19027,"Carroll County, Iowa",Carroll County,Iowa,IA
0500000US19029,"Cass County, Iowa",Cass County,Iowa,IA
0500000US19031,"Cedar County, Iowa",Cedar County,Iowa,IA
0500000US19033,"Cerro Gordo County, Iowa",Cerro Gordo County,Iowa,IA
0500000US19035,"Cherokee County, Iowa",Cherokee County,Iowa,IA
0500000US19037,"Chickasaw County, Iowa",Chickasaw County,Iowa,IA
0500000US19039,"Clarke County, Iowa",Clarke County,Iowa,IA
0500000US19041,"Clay County, Iowa",Clay County,Iowa,IA
0500000US19043,"Clayton County, Iowa",Clayton County,Iowa,IA
0500000US19045,"Clinton County, Iowa",Clinton County,Iowa,IA
0500000US19047,"Crawford County, Iowa",Crawford County,Iowa,IA
0500000US19049,"Dallas County, Iowa",Dallas County,Iowa,IA
0500000US19051,"Davis County, Iowa",Davis County,Iowa,IA
0500000US19053,"Decatur County, Iowa",Decatur County,Iowa,IA
0500000US19055,"Delaware County, Iowa",Delaware County,Iowa,IA
0500000US19057,"Des Moines County, Iowa",Des Moines County,Iowa,IA
0500000US19059,"Dickinson County, Iowa",Dickinson County,Iowa,IA
0500000US19061,"Dubuque County, Iowa",Dubuque County,Iowa,IA
0500000US19063,"Emmet County, Iowa",Emmet County,Iowa,IA
0500000US19065,"Fayette County, Iowa",Fayette County,Iowa,IA
0500000US19067,"Floyd County, Iowa",Floyd County,Iowa,IA
0500000US19069,"Franklin County, Iowa",Franklin County,Iowa,IA
0500000US19071,"Fremont County, Iowa",Fremont County,Iowa,IA
0500000US19073,"Greene County, Iowa",Greene County,Iowa,IA
0500000US19075,"Grundy County, Iowa",Grundy County,Iowa,IA
0500000US19077,"Guthrie County, Iowa",Guthrie County,Iowa,IA
0500000US19079,"Hamilton County, Iowa",Hamilton County,Iowa,IA
0500000US19081,"Hancock County, Iowa",Hancock County,Iowa,IA
0500000US19083,"Hardin County, Iowa",Hardin County,Iowa,IA
0500000US19085,"Harrison County, Iowa",Harrison County,Iowa,IA
0500000US19087,"Henry County, Iowa",Henry County,Iowa,IA
0500000US19089,"Howard County, Iowa",Howard County,Iowa,IA
0500000US19091,"Humboldt County, Iowa",Humboldt County,Iowa,IA
0500000US19093,"Ida County, Iowa",Ida County,Iowa,IA
0500000US19095,"Iowa County, Iowa",Iowa County,Iowa,IA
0500000US19097,"Jackson County, Iowa",Jackson County,Iowa,IA
0500000US19099,"Jasper County, Iowa",Jasper County,Iowa,IA
0500000US19101,"Jefferson County, Iowa",Jefferson County,Iowa,IA
0500000US19103,"Johnson County, Iowa",Johnson County,Iowa,IA
0500000US19105,"Jones County, Iowa",Jones County,Iowa,IA
0500000US19107,"Keokuk County, Iowa",Keokuk County,Iowa,IA
0500000US19109,"Kossuth County, Iowa",Kossuth County,Iowa,IA
0500000US19111,"Lee County, Iowa",Lee County,Iowa,IA
0500000US19113,"Linn County, Iowa",Linn County,Iowa,IA
0500000US19115,"Louisa County, Iowa",Louisa County,Iowa,IA
0500000US19117,"Lucas County, Iowa",Lucas County,Iowa,IA
0500000US19119,"Lyon County, Iowa",Lyon County,Iowa,IA
0500000US19121,"Madison County, Iowa",Madison County,Iowa,IA
0500000US19123,"Mahaska County, Iowa",Mahaska County,Iowa,IA
0500000US19125,"Marion County, Iowa",Marion County,Iowa,IA
0500000US19127,"Marshall County, Iowa",Marshall County,Iowa,IA
0500000US19129,"Mills County, Iowa",Mills County,Iowa,IA
0500000US19131,"Mitchell County, Iowa",Mitchell County,Iowa,IA
0500000US19133,"Monona County, Iowa",Monona County,Iowa,IA
0500000US19135,"Monroe County, Iowa",Monroe County,Iowa,IA
0500000US19137,"Montgomery County, Iowa",Montgomery County,Iowa,IA
0500000US19139,"Muscatine County, Iowa",Muscatine County,Iowa,IA
0500000US19141,"O'Brien County, Iowa",O'Brien County,Iowa,IA
0500000US19143,"Osceola County, Iowa",Osceola County,Iowa,IA
0500000US19145,"Page County, Iowa",Page County,Iowa,IA
0500000US19147,"Palo Alto County, Iowa",Palo Alto County,Iowa,IA
0500000US19149,"Plymouth County, Iowa",Plymouth County,Iowa,IA
0500000US19151,"Pocahontas County, Iowa",Pocahontas County,Iowa,IA
0500000US19153,"Polk County, Iowa",Polk County,Iowa,IA
0500000US19155,"Pottawattamie County, Iowa",Pottawattamie County,Iowa,IA
0500000US19157,"Poweshiek County, Iowa",Poweshiek County,Iowa,IA
0500000US19159,"Ringgold County, Iowa",Ringgold County,Iowa,IA
0500000US19161,"Sac County, Iowa",Sac County,Iowa,IA
0500000US19163,"Scott County, Iowa",Scott County,Iowa,IA
0500000US19165,"Shelby County, Iowa",Shelby County,Iowa,IA
0500000US19167,"Sioux County, Iowa",Sioux County,Iowa,IA
0500000US19169,"Story County, Iowa",Story County,Iowa,IA
0500000US19171,"Tama County, Iowa",Tama County,Iowa,IA
0500000US19173,"Taylor County, Iowa",Taylor County,Iowa,IA
0500000US19175,"Union County, Iowa",Union County,Iowa,IA
0500000US19177,"Van Buren County, Iowa",Van Buren County,Iowa,IA
0500000US19179,"Wapello County, Iowa",Wapello County,Iowa,IA
0500000US19181,"Warren County, Iowa",Warren County,Iowa,IA
0500000US19183,"Washington County, Iowa",Washington County,Iowa,IA
0500000US19185,"Wayne County, Iowa",Wayne County,Iowa,IA
0500000US19187,"Webster County, Iowa",Webster County,Iowa,IA
0500000US19189,"Winnebago County, Iowa",Winnebago County,Iowa,IA
0500000US19191,"Winneshiek County, Iowa",Winneshiek County,Iowa,IA
0500000US19193,"Woodbury County, Iowa",Woodbury County,Iowa,IA
0500000US19195,"Worth County, Iowa",Worth County,Iowa,IA
0500000US19197,"Wright County, Iowa",Wright County,Iowa,IA
0500000US20001,"Allen County, Kansas",Allen County,Kansas,KS
0500000US20003,"Anderson County, Kansas",Anderson County,Kansas,KS
0500000US20005,"Atchison County, Kansas",Atchison County,Kansas,KS
0500000US20007,"Barber County, Kansas",Barber County,Kansas,KS
0500000US20009,"Barton County, Kansas",Barton County,Kansas,KS
0500000US20011,"Bourbon County, Kansas",Bourbon County,Kansas,KS
0500000US20013,"Brown County, Kansas",Brown County,Kansas,KS
0500000US20015,"Butler County, Kansas",Butler County,Kansas,KS
0500000US20017,"Chase County, Kansas",Chase County,Kansas,KS
0500000US20019,"Chautauqua County, Kansas",Chautauqua County,Kansas,KS
0500000US20021,"Cherokee County, Kansas",Cherokee County,Kansas,KS
0500000US20023,"Cheyenne County, Kansas",Cheyenne County,Kansas,KS
0500000US20025,"Clark County, Kansas",Clark County,Kansas,KS
0500000US20027,"Clay County, Kansas",Clay County,Kansas,KS
0500000US20029,"Cloud County, Kansas",Cloud County,Kansas,KS
0500000US20031,"Coffey County, Kansas",Coffey County,Kansas,KS
0500000US20033,"Comanche County, Kansas",Comanche County,Kansas,KS
0500000US20035,"Cowley County, Kansas",Cowley County,Kansas,KS
0500000US20037,"Crawford County, Kansas",Crawford County,Kansas,KS
0500000US20039,"Decatur County, Kansas",Decatur County,Kansas,KS
0500000US20041,"Dickinson County, Kansas",Dickinson County,Kansas,KS
0500000US20043,"Doniphan County, Kansas",Doniphan County,Kansas,KS
0500000US20045,"Douglas County, Kansas",Douglas County,Kansas,KS
0500000US20047,"Edwards County, Kansas",Edwards County,Kansas,KS
0500000US20049,"Elk County, Kansas",Elk County,Kansas,KS
0500000US20051,"Ellis County, Kansas",Ellis County,Kansas,KS
0500000US20053,"Ellsworth County, Kansas",Ellsworth County,Kansas,KS
0500000US20055,"Finney County, Kansas",Finney County,Kansas,KS
0500000US20057,"Ford County, Kansas",Ford County,Kansas,KS
0500000US20059,"Franklin County, Kansas",Franklin County,Kansas,KS
0500000US20061,"Geary County, Kansas",Geary County,Kansas,KS
0500000US20063,"Gove County, Kansas",Gove County,Kansas,KS
0500000US20065,"Graham County, Kansas",Graham County,Kansas,KS
0500000US20067,"Grant County, Kansas",Grant County,Kansas,KS
0500000US20069,"Gray County, Kansas",Gray County,Kansas,KS
0500000US20071,"Greeley County, Kansas",Greeley County,Kansas,KS
0500000US20073,"Greenwood County, Kansas",Greenwood County,Kansas,KS
0500000US20075,"Hamilton County, Kansas",Hamilton County,Kansas,KS
0500000US20077,"Harper County, Kansas",Harper County,Kansas,KS
0500000US20079,"Harvey County, Kansas",Harvey County,Kansas,KS
0500000US20081,"Haskell County, Kansas",Haskell County,Kansas,KS
0500000US20083,"Hodgeman County, Kansas",Hodgeman County,Kansas,KS
0500000US20085,"Jackson County, Kansas",Jackson County,Kansas,KS
0500000US20087,"Jefferson County, Kansas",Jefferson County,Kansas,KS
0500000US20089,"Jewell County, Kansas",Jewell County,Kansas,KS
0500000US20091,"Johnson County, Kansas",Johnson County,Kansas,KS
0500000US20093,"Kearny County, Kansas",Kearny County,Kansas,KS
0500000US20095,"Kingman County, Kansas",Kingman County,Kansas,KS
0500000US20097,"Kiowa County, Kansas",Kiowa County,Kansas,KS
0500000US20099,"Labette County, Kansas",Labette County,Kansas,KS
0500000US20101,"Lane County, Kansas",Lane County,Kansas,KS
0500000US20103,"Leavenworth County, Kansas",Leavenworth County,Kansas,KS
0500000US20105,"Lincoln County, Kansas",Lincoln County,Kansas,KS
0500000US20107,"Linn County, Kansas",Linn County,Kansas,KS
0500000US20109,"Logan County, Kansas",Logan County,Kansas,KS
0500000US20111,"Lyon County, Kansas",Lyon County,Kansas,KS
0500000US20113,"McPherson County, Kansas",McPherson County,Kansas,KS
0500000US20115,"Marion County, Kansas",Marion County,Kansas,KS
0500000US20117,"Marshall County, Kansas",Marshall County,Kansas,KS
0500000US20119,"Meade County, Kansas",Meade County,Kansas,KS
0500000US20121,"Miami County, Kansas",Miami County,Kansas,KS
0500000US20123,"Mitchell County, Kansas",Mitchell County,Kansas,KS
0500000US20125,"Montgomery County, Kansas",Montgomery County,Kansas,KS
0500000US20127,"Morris County, Kansas",Morris County,Kansas,KS
0500000US20129,"Morton County, Kansas",Morton County,Kansas,KS
0500000US20131,"Nemaha County, Kansas",Nemaha County,Kansas,KS
0500000US20133,"Neosho County, Kansas",Neosho County,Kansas,KS
0500000US20135,"Ness County, Kansas",Ness County,Kansas,KS
0500000US20137,"Norton County, Kansas",Norton County,Kansas,KS
0500000US20139,"Osage County, Kansas",Osage County,Kansas,KS
0500000US20141,"Osborne County, Kansas",Osborne County,Kansas,KS
0500000US20143,"Ottawa County, Kansas",Ottawa County,Kansas,KS
0500000US20145,"Pawnee County, Kansas",Pawnee County,Kansas,KS
0500000US20147,"Phillips County, Kansas",Phillips County,Kansas,KS
0500000US20149,"Pottawatomie County, Kansas",Pottawatomie County,Kansas,KS
0500000US20151,"Pratt County, Kansas",Pratt County,Kansas,KS
0500000US20153,"Rawlins County, Kansas",Rawlins County,Kansas,KS
0500000US20155,"Reno County, Kansas",Reno County,Kansas,KS
0500000US20157,"Republic County, Kansas",Republic County,Kansas,KS
0500000US20159,"Rice County, Kansas",Rice County,Kansas,KS
0500000US20161,"Riley County, Kansas",Riley County,Kansas,KS
0500000US20163,"Rooks County, Kansas",Rooks County,Kansas,KS
0500000US20165,"Rush County, Kansas",Rush County,Kansas,KS
0500000US20167,"Russell County, Kansas",Russell County,Kansas,KS
0500000US20169,"Saline County, Kansas",Saline County,Kansas,KS
0500000US20171,"Scott County, Kansas",Scott County,Kansas,KS
0500000US20173,"Sedgwick County, Kansas",Sedgwick County,Kansas,KS
0500000US20175,"Seward County, Kansas",Seward County,Kansas,KS
0500000US20177,"Shawnee County, Kansas",Shawnee County,Kansas,KS
0500000US20179,"Sheridan County, Kansas",Sheridan County,Kansas,KS
0500000US20181,"Sherman County, Kansas",Sherman County,Kansas,KS
0500000US20183,"Smith County, Kansas",Smith County,Kansas,KS
0500000US20185,"Stafford County, Kansas",Stafford County,Kansas,KS
0500000US20187,"Stanton County, Kansas",Stanton County,Kansas,KS
0500000US20189,"Stevens County, Kansas",Stevens County,Kansas,KS
0500000US20191,"Sumner County, Kansas",Sumner County,Kansas,KS
0500000US20193,"Thomas County, Kansas",Thomas County,Kansas,KS
0500000US20195,"Trego County, Kansas",Trego County,Kansas,KS
0500000US20197,"Wabaunsee County, Kansas",Wabaunsee County,Kansas,KS
0500000US20199,"Wallace County, Kansas",Wallace County,Kansas,KS
0500000US20201,"Washington County, Kansas",Washington County,Kansas,KS
0500000US20203,"Wichita County, Kansas",Wichita County,Kansas,KS
0500000US20205,"Wilson County, Kansas",Wilson County,Kansas,KS
0500000US20207,"Woodson County, Kansas",Woodson County,Kansas,KS
0500000US20209,"Wyandotte County, Kansas",Wyandotte County,Kansas,KS
0500000US21001,"Adair County, Kentucky",Adair County,Kentucky,KY
0500000US21003,"Allen County, Kentucky",Allen County,Kentucky,KY
0500000US21005,"Anderson County, Kentucky",Anderson County,Kentucky,KY
0500000US21007,"Ballard County, Kentucky",Ballard County,Kentucky,KY
0500000US21009,"Barren County, Kentucky",Barren County,Kentucky,KY
0500000US21011,"Bath County, Kentucky",Bath County,Kentucky,KY
0500000US21013,"Bell County, Kentucky",Bell County,Kentucky,KY
0500000US21015,"Boone County, Kentucky",Boone County,Kentucky,KY
0500000US21017,"Bourbon County, Kentucky",Bourbon County,Kentucky,KY
0500000US21019,"Boyd County, Kentucky",Boyd County,Kentucky,KY
0500000US21021,"Boyle County, Kentucky",Boyle County,Kentucky,KY
0500000US21023,"Bracken County, Kentucky",Bracken County,Kentucky,KY
0500000US21025,"Breathitt County, Kentucky",Breathitt County,Kentucky,KY
0500000US21027,"Breckinridge County, Kentucky",Breckinridge County,Kentucky,KY
0500000US21029,"Bullitt County, Kentucky",Bullitt County,Kentucky,KY
0500000US21031,"Butler County, Kentucky",Butler County,Kentucky,KY
0500000US21033,"Caldwell County, Kentucky",Caldwell County,Kentucky,KY
0500000US21035,"Calloway County, Kentucky",Calloway County,Kentucky,KY
0500000US21037,"Campbell County, Kentucky",Campbell County,Kentucky,KY
0500000US21039,"Carlisle County, Kentucky",Carlisle County,Kentucky,KY
0500000US21041,"Carroll County, Kentucky",Carroll County,Kentucky,KY
0500000US21043,"Carter County, Kentucky",Carter County,Kentucky,KY
0500000US21045,"Casey County, Kentucky",Casey County,Kentucky,KY
0500000US21047,"Christian County, Kentucky",Christian County,Kentucky,KY
0500000US21049,"Clark County, Kentucky",Clark County,Kentucky,KY
0500000US21051,"Clay County, Kentucky",Clay County,Kentucky,KY
0500000US21053,"Clinton County, Kentucky",Clinton County,Kentucky,KY
0500000US21055,"Crittenden County, Kentucky",Crittenden County,Kentucky,KY
0500000US21057,"Cumberland County, Kentucky",Cumberland County,Kentucky,KY
0500000US21059,"Daviess County, Kentucky",Daviess County,Kentucky,KY
0500000US21061,"Edmonson County, Kentucky",Edmonson County,Kentucky,KY
0500000US21063,"Elliott County, Kentucky",Elliott County,Kentucky,KY
0500000US21065,"Estill County, Kentucky",Estill County,Kentucky,KY
0500000US21067,"Fayette County, Kentucky",Fayette County,Kentucky,KY
0500000US21069,"Fleming County, Kentucky",Fleming County,Kentucky,KY
0500000US21071,"Floyd County, Kentucky",Floyd County,Kentucky,KY
0500000US21073,"Franklin County, Kentucky",Franklin County,Kentucky,KY
0500000US21075,"Fulton County, Kentucky",Fulton County,Kentucky,KY
0500000US21077,"Gallatin County, Kentucky",Gallatin County,Kentucky,KY
0500000US21079,"Garrard County, Kentucky",Garrard County,Kentucky,KY
0500000US21081,"Grant County, Kentucky",Grant County,Kentucky,KY
0500000US21083,"Graves County, Kentucky",Graves County,Kentucky,KY
0500000US21085,"Grayson County, Kentucky",Grayson County,Kentucky,KY
0500000US21087,"Green County, Kentucky",Green County,Kentucky,KY
0500000US21089,"Greenup County, Kentucky",Greenup County,Kentucky,KY
0500000US21091,"Hancock County, Kentucky",Hancock County,Kentucky,KY
0500000US21093,"Hardin County, Kentucky",Hardin County,Kentucky,KY
0500000US21095,"Harlan County, Kentucky",Harlan County,Kentucky,KY
0500000US21097,"Harrison County, Kentucky",Harrison County,Kentucky,KY
0500000US21099,"Hart County, Kentucky",Hart County,Kentucky,KY
0500000US21101,"Henderson County, Kentucky",Henderson County,Kentucky,KY
0500000US21103,"Henry County, Kentucky",Henry County,Kentucky,KY
0500000US21105,"Hickman County, Kentucky",Hickman County,Kentucky,KY
0500000US21107,"Hopkins County, Kentucky",Hopkins County,Kentucky,KY
0500000US21109,"Jackson County, Kentucky",Jackson County,Kentucky,KY
0500000US21111,"Jefferson County, Kentucky",Jefferson County,Kentucky,KY
0500000US21113,"Jessamine County, Kentucky",Jessamine County,Kentucky,KY
0500000US21115,"Johnson County, Kentucky",Johnson County,Kentucky,KY
0500000US21117,"Kenton County, Kentucky",Kenton County,Kentucky,KY
0500000US21119,"Knott County, Kentucky",Knott County,Kentucky,KY
0500000US21121,"Knox County, Kentucky",Knox County,Kentucky,KY
0500000US21123,"Larue County, Kentucky",Larue County,Kentucky,KY
0500000US21125,"Laurel County, Kentucky",Laurel County,Kentucky,KY
0500000US21127,"Lawrence County, Kentucky",Lawrence County,Kentucky,KY
0500000US21129,"Lee County, Kentucky",Lee County,Kentucky,KY
0500000US21131,"Leslie County, Kentucky",Leslie County,Kentucky,KY
0500000US21133,"Letcher County, Kentucky",Letcher County,Kentucky,KY
0500000US21135,"Lewis County, Kentucky",Lewis County,Kentucky,KY
0500000US21137,"Lincoln County, Kentucky",Lincoln County,Kentucky,KY
0500000US21139,"Livingston County, Kentucky",Livingston County,Kentucky,KY
0500000US21141,"Logan County, Kentucky",Logan County,Kentucky,KY
0500000US21143,"Lyon County, Kentucky",Lyon County,Kentucky,KY
0500000US21145,"McCracken County, Kentucky",McCracken County,Kentucky,KY
0500000US21147,"McCreary County, Kentucky",McCreary County,Kentucky,KY
0500000US21149,"McLean County, Kentucky",McLean County,Kentucky,KY
0500000US21151,"Madison County, Kentucky",Madison County,Kentucky,KY
0500000US21153,"Magoffin County, Kentucky",Magoffin County,Kentucky,KY
0500000US21155,"Marion County, Kentucky",Marion County,Kentucky,KY
0500000US21157,"Marshall County, Kentucky",Marshall County,Kentucky,KY
0500000US21159,"Martin County, Kentucky",Martin County,Kentucky,KY
0500000US21161,"Mason County, Kentucky",Mason County,Kentucky,KY
0500000US21163,"Meade County, Kentucky",Meade County,Kentucky,KY
0500000US21165,"Menifee County, Kentucky",Menifee County,Kentucky,KY
0500000US21167,"Mercer County, Kentucky",Mercer County,Kentucky,KY
0500000US21169,"Metcalfe County, Kentucky",Metcalfe County,Kentucky,KY
0500000US21171,"Monroe County, Kentucky",Monroe County,Kentucky,KY
0500000US21173,"Montgomery County, Kentucky",Montgomery County,Kentucky,KY
0500000US21175,"Morgan County, Kentucky",Morgan County,Kentucky,KY
0500000US21177,"Muhlenberg County, Kentucky",Muhlenberg County,Kentucky,KY
0500000US21179,"Nelson County, Kentucky",Nelson County,Kentucky,KY
0500000US21181,"Nicholas County, Kentucky",Nicholas County,Kentucky,KY
0500000US21183,"Ohio County, Kentucky",Ohio County,Kentucky,KY
0500000US21185,"Oldham County, Kentucky",Oldham County,Kentucky,KY
0500000US21187,"Owen County, Kentucky",Owen County,Kentucky,KY
0500000US21189,"Owsley County, Kentucky",Owsley County,Kentucky,KY
0500000US21191,"Pendleton County, Kentucky",Pendleton County,Kentucky,KY
0500000US21193,"Perry County, Kentucky",Perry County,Kentucky,KY
0500000US21195,"Pike County, Kentucky",Pike County,Kentucky,KY
0500000US21197,"Powell County, Kentucky",Powell County,Kentucky,KY
0500000US21199,"Pulaski County, Kentucky",Pulaski County,Kentucky,KY
0500000US21201,"Robertson County, Kentucky",Robertson County,Kentucky,KY
0500000US21203,"Rockcastle County, Kentucky",Rockcastle County,Kentucky,KY
0500000US21205,"Rowan County, Kentucky",Rowan County,Kentucky,KY
0500000US21207,"Russell County, Kentucky",Russell County,Kentucky,KY
0500000US21209,"Scott County, Kentucky",Scott County,Kentucky,KY
0500000US21211,"Shelby County, Kentucky",Shelby County,Kentucky,KY
0500000US21213,"Simpson County, Kentucky",Simpson County,Kentucky,KY
0500000US21215,"Spencer County, Kentucky",Spencer County,Kentucky,KY
0500000US21217,"Taylor County, Kentucky",Taylor County,Kentucky,KY
0500000US21219,"Todd County, Kentucky",Todd County,Kentucky,KY
0500000US21221,"Trigg County, Kentucky",Trigg County,Kentucky,KY
0500000US21223,"Trimble County, Kentucky",Trimble County,Kentucky,KY
0500000US21225,"Union County, Kentucky",Union County,Kentucky,KY
0500000US21227,"Warren County, Kentucky",Warren County,Kentucky,KY
0500000US21229,"Washington County, Kentucky",Washington County,Kentucky,KY
0500000US21231,"Wayne County, Kentucky",Wayne County,Kentucky,KY
0500000US21233,"Webster County, Kentucky",Webster County,Kentucky,KY
0500000US21235,"Whitley County, Kentucky",Whitley County,Kentucky,KY
0500000US21237,"Wolfe County, Kentucky",Wolfe County,Kentucky,KY
0500000US21239,"Woodford County, Kentucky",Woodford County,Kentucky,KY
0500000US22001,"Acadia Parish, Louisiana",Acadia Parish,Louisiana,LA
0500000US22003,"Allen Parish, Louisiana",Allen Parish,Louisiana,LA
0500000US22005,"Ascension Parish, Louisiana",Ascension Parish,Louisiana,LA
0500000US22007,"Assumption Parish, Louisiana",Assumption Parish,Louisiana,LA
0500000US22009,"Avoyelles Parish, Louisiana",Avoyelles Parish,Louisiana,LA
0500000US22011,"Beauregard Parish, Louisiana",Beauregard Parish,Louisiana,LA
0500000US22013,"Bienville Parish, Louisiana",Bienville Parish,Louisiana,LA
0500000US22015,"Bossier Parish, Louisiana",Bossier Parish,Louisiana,LA
0500000US22017,"Caddo Parish, Louisiana",Caddo Parish,Louisiana,LA
