air_quality_annual_PM2p5,median_household_income,percent_diagnosed_diabetes,percent_EDU_less_col,percent_EDU_less_HS,percent_food_stamp,percent_high_BP,percent_high_chol,percent_obisity,percent_phys_inactivity,percent_poverty,percent_somker_status,unemployment_rate,distance,plant_capacity,nameplate_capacity_MW1,NOx_tons1,SO2_tons1,CO2_tons1,CH4_lbs1,N2O_lbs1,PM2.5_tons1,dist_from_county1,nameplate_capacity_MW2,NOx_tons2,SO2_tons2,CO2_tons2,CH4_lbs2,N2O_lbs2,PM2.5_tons2,dist_from_county2,nameplate_capacity_MW3,NOx_tons3,SO2_tons3,CO2_tons3,CH4_lbs3,N2O_lbs3,PM2.5_tons3,dist_from_county3,nameplate_capacity_MW4,NOx_tons4,SO2_tons4,CO2_tons4,CH4_lbs4,N2O_lbs4,PM2.5_tons4,dist_from_county4,nameplate_capacity_MW5,NOx_tons5,SO2_tons5,CO2_tons5,CH4_lbs5,N2O_lbs5,PM2.5_tons5,dist_from_county5,fuel_type1_Biomass,fuel_type1_Coal,fuel_type1_Gas,fuel_type1_Oil,fuel_type1_Other Fossil,fuel_type2_Biomass,fuel_type2_Coal,fuel_type2_Gas,fuel_type2_Oil,fuel_type2_Other Fossil,fuel_type3_Biomass,fuel_type3_Coal,fuel_type3_Gas,fuel_type3_Oil,fuel_type3_Other Fossil,fuel_type4_Biomass,fuel_type4_Coal,fuel_type4_Gas,fuel_type4_Oil,fuel_type4_Other Fossil,fuel_type5_Biomass,fuel_type5_Coal,fuel_type5_Gas,fuel_type5_Oil,fuel_type5_Other Fossil,cardio_death,total_cancer,bladder,brain,breast,breast_insitu,cervix,colon,esophagus,kidney and renal,leukemia,liver,lung,melanoma,non-hudgkin lymphoma,oral cavity,ovay,pancreas,prostate,stomach,thyroid,uteras,Rate_range,bladder_range,brain_range,breast_range,breast_insitu_range,cervix_range,colon_range,esophagus_range,kidney and renal_range,leukemia_range,liver_range,lung_range,melanoma_range,non-hudgkin lymphoma_range,oral cavity_range,ovay_range,pancreas_range,prostate_range,stomach_range,thyroid_range,uteras_range,Pediatric Asthma,Adult Asthma,COPD,Adult Chronic Lung Disease
4.1,59000,8.8,76.2,8,4.7,32.5,32.1,24.5,19.8,9.7,16.7,4,594,1200,5.9,27.066,0.299,10954.634,413.227,41.323,0.513894427,80,8,387.955,0.446,16300.94,614.898,61.49,0.058850645,83,2.5,6.719,0.026,2996.274,113.043,11.279,0.459132437,94,22.5,0.534,0.005,187.314,7.066,0.707,0.008787135,95,22.5,0.432,0.004,151.488,5.714,0.571,0.007106478,96,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,207.3,351,0,0,101.7,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1,0,0,0,105.3,0,0,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,0,0,0,1.894329897,7.615979381,5.579896907,13.44072165
9.4,44000,10,85.8,17.3,18.6,43.5,38.6,26.4,23.9,19.8,22.6,4.8,158,1440,720.7,1301.495,5104.051,1266205.75,356537.163,51844.669,13.70450486,10,197,452.978,423.644,135734.773,59960.483,12662.754,17.13184757,13,749,140.577,5.502,1089854.137,40108.584,4010.858,60.9158117,32,78.8,174.705,373.584,21661.374,63161.469,12721.838,32.03072531,35,570,146.089,5.717,1132477.25,42139.31,4213.931,84.79969002,47,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,260.8,514.6,15.2,0,124.2,0,23.5,41.8,0,0,0,0,40.4,0,20.4,0,0,0,135.6,0,0,21.1,69.6,12.3,0,49,0,25.1,29,0,0,0,0,26.4,0,19.3,0,0,0,51.1,0,0,20.3,2.079566004,6.01084991,6.7920434,13.11754069
8.5,51000,8.7,88.7,17.5,11.2,37.7,34.2,24.7,21.9,20.9,22.4,4.8,129,2430,1036,821.796,15.875,3144584.25,116562.062,11656.206,81.22545716,28,243.3,84.481,0.293,58025.062,1894.789,189.658,3.623446425,34,713.4,139.186,0.826,163730.16,7507.43,751.358,8.629736704,40,1039,45.362,0.947,0,103415.792,13573.323,0.596929075,44,1849.8,7470.255,5685.297,9876585.5,2189238.997,318391.496,436.176509,44,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,324.2,446.2,14.7,6.8,119.3,15.2,0,38.3,0,15,16.3,0,52.3,0,15.9,0,0,0,93,12,0,26,46.2,9.1,6.2,36.9,13,0,21.1,0,15,14,0,23.1,0,14.1,0,0,0,30.2,11.6,0,17.7,1.31130525,6.046189776,4.231467866,10.53369086
9,50000,12.4,81.8,17,16.1,39.9,36.7,38.5,31.9,17,21.2,6.5,190,2708.6,1039,45.362,0.947,0,103415.792,13573.323,0.596929075,43,713.4,139.186,0.826,163730.16,7507.43,751.358,8.629736704,52,939.6,497.963,8.56,1695514.75,63320.471,6332.047,81.08453364,53,170,25.984,0.582,115175.918,4272.578,427.258,12.88917129,62,173,8.002,0.151,29777.101,1088.403,108.84,3.286031188,69,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,295.8,457.8,20.9,8.3,102.5,16.4,17,41.5,0,14.5,8.5,8.4,55.3,8.3,13,0,9.5,13.6,123.9,0,0,25.6,37.6,8,5.6,25.5,10.2,11.8,16.1,0,9.8,7.9,7.6,17.6,7.3,9,0,8.1,9.2,28.2,0,0,12.7,1.747776395,5.568228951,4.226001198,10.50739665
7.4,51000,9.6,76.8,12.9,11.9,42.7,41.4,29.7,28.9,17.1,18.9,7.3,75,2708.6,432,53.427,1.061,208555.836,7732.008,773.201,10.10061153,21,517,2570.492,24.875,944065.079,35612.053,3560.715,43.31069103,21,168,757.691,7.063,302359.793,11405.673,1140.348,12.52880535,32,7.6,63.112,139.119,24876.822,1201.422,227.451,0.694567615,32,942.7,98.834,3.705,733898.688,26822.149,2682.215,58.52577725,32,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,234.6,464.3,28.3,0,125.4,22.6,0,32.1,0,0,0,0,61.1,0,0,0,0,0,89.8,0,0,19.3,64.5,15,0,53.3,20.9,0,26.5,0,0,0,0,31.5,0,0,0,0,0,37,0,0,20.8,1.242966322,6.093054506,5.601746872,11.63181322
7.8,61000,7.4,84.7,21,17,33.7,35.2,22,19.2,14.9,16.7,6.2,150,2708.6,410,2266.68,8939.954,3107770.75,669366.737,97385.806,66.02980817,13,1713,1107.614,10.786,2129742.627,52310.365,5231.036,114.3424574,27,932,0.001,0.04,26.462,1.916,0.192,0.000408524,31,892,833.369,3.957,783717.656,27955.445,2795.544,48.62901764,31,1444,2915.74,714.675,7473598.5,1612271.511,234492.7,106.9300176,31,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,239.3,371,8,6.2,95.4,18.1,0,23.7,0,20.4,0,0,44,0,0,0,0,0,72.9,0,0,29.6,46.6,7.1,6.5,33.6,15.7,0,16.9,0,16.2,0,0,22.9,0,0,0,0,0,29.9,0,0,19.2,1.856004949,5.452014539,3.963343902,10.29309411
8.5,61000,8.5,77,12.4,8.8,35.5,35.9,25.9,23,11.4,17,5.5,77,2708.6,1690,6211.038,930.247,11313838,2463131.139,358306.42,604.3184472,28,51,357.69,0.434,15860.095,598.269,59.827,0.057259068,28,3.7,6.442,0.066,2400.043,90.534,9.053,0.112588596,40,1230.3,96.574,12.438,2463819.5,92000.123,9200.012,96.7902274,43,580.1,116.864,5.261,1042161.656,38534.178,3853.418,57.93316316,43,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,216.6,405.1,13.5,0,112.8,0,0,29.4,0,0,0,0,42.5,16.6,0,0,0,0,102.9,0,0,21.6,58.4,11,0,46.4,0,0,23,0,0,0,0,26.6,17.7,0,0,0,0,40,0,0,19.9,1.621513413,5.698652075,4.667689844,10.86347257
7.3,64000,7,77.6,10.3,7.9,41.3,40.9,23.4,20,11,16.9,4.7,196,2430,9.6,0,11.304,0,0,0,4.960360765,45,4.4,0,3.896,0,0,0,1.7095218,46,418.3,15.292,0.515,102027.494,3871.671,387.167,3.724202659,49,267.6,4703.064,5.81,212506.523,8016.098,801.61,0.767203992,57,9.8,0,7.138,0,0,0,3.131981971,59,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,214.9,378.6,17.7,0,89,18.4,0,21.4,0,0,0,0,51.8,0,0,0,0,17.2,73.7,0,0,20.3,61.8,12.8,0,44.1,22.9,0,20.9,0,0,0,0,30,0,0,0,0,20.3,34.7,0,0,22.1,1.13993546,6.227735636,5.846360169,11.82263945
8.1,75000,10.1,78.5,16.9,11.7,33.2,35.4,37.7,24.7,10.8,18.2,4.5,118,2708.6,609,166.611,5.313,1052556.625,39090.059,3909.006,43.27565866,4,623,716.321,2.348,465039.367,17557.071,1755.707,29.27933649,4,618.7,233.206,5.106,1011370.031,40336.174,4033.617,22.57695442,15,696.4,83.954,3.766,745816.756,27955.44,2795.544,19.9545518,19,242,1.858,0.129,25488.594,1034.172,103.417,1.620124581,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,224.7,448.9,17.6,6.1,128,26.5,0,36.5,0,13.4,14,8.8,54.9,6.6,16.3,6.5,9.8,14.5,107.3,0,8.1,23.7,38.9,8.1,5,29.8,13.7,0,16.1,0,9.8,10.3,8,19.4,7.2,10.8,7,8.8,10.5,27.2,0,8.1,12.8,1.748889204,5.585091866,4.162618312,10.44966758
7.7,46000,7.8,89.2,20.8,15.9,33.3,33,22.8,18.8,23.1,19.5,8.7,106,2708.6,622.4,2419.41,11264.094,3731527,837562.386,121830.545,148.5335142,38,47,225.617,2.312,84555.543,3189.575,318.958,3.966595212,42,41,106.345,0.941,34417.258,1298.276,129.828,1.614554374,43,76.7,358.543,1000.51,224642.234,11223.567,1893.743,8.68791018,44,942.7,98.834,3.705,733898.688,26822.149,2682.215,58.52577725,46,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,291.6,419.1,14.3,0,116.7,28.6,0,46.8,0,24.3,0,20.7,38.9,0,0,0,0,0,67.6,0,0,42,64.4,12.7,0,52.5,25.6,0,34.6,0,25.8,0,21.9,29.1,0,0,0,0,0,38,0,0,31.9,1.424045766,5.89917879,3.826161843,10.21745148
8.3,54000,10.1,74.7,9.1,14.5,30.9,29.7,30.8,20.2,14.7,17.6,5.7,89,2430,1606.4,137.516,10.969,2172970.344,74293.44,7429.344,38.47472358,10,1008,1146.573,2394.669,5280608,1159940.557,168718.626,168.856982,43,949.2,2049.887,2407.929,3111842.375,689506.894,100286.867,428.1690594,47,14.3,136.876,0.16,6005.778,236.939,25.253,0.021682429,49,6.4,0,6.854,0.002,0,0,3.00767145,49,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,217.4,481.9,18.5,6.7,120.1,28.7,11.3,35.1,0,19.4,12.7,8.2,63.1,10.7,14.3,7.4,9.4,11.3,134.1,11.2,6.5,24.4,22.4,4.6,2.7,15.3,7.6,4.9,8.4,0,6.2,5,4.1,11.1,4.7,5.3,3.7,4.4,4.8,17.5,5.4,3.8,6.9,1.889021347,5.397281085,3.448788545,9.892221979
7.9,60000,11.3,71.5,15.6,13.9,32.5,32.2,32.5,21.1,15,14.5,5.4,156,2708.6,418.3,15.292,0.515,102027.494,3871.671,387.167,3.724202659,7,9.6,0,11.304,0,0,0,4.960360765,11,9.8,0,7.138,0,0,0,3.131981971,11,4.4,0,3.896,0,0,0,1.7095218,12,1444,2915.74,714.675,7473598.5,1612271.511,234492.7,106.9300176,15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,228.4,394.5,12.4,5.6,114.4,22.3,10.7,31.1,1.4,16.5,10.3,9.3,34.1,7.1,14.1,4.6,10.7,11.9,75.8,8.5,7.6,30.3,8.1,1.5,1,5.9,2.6,1.9,3.1,0.7,2.2,1.8,1.7,3.2,1.5,2.1,1.2,1.8,2,5.3,1.8,1.7,3,1.726199081,5.585342183,3.701013853,10.09580018
7.3,66000,7.4,71.8,8.4,3.9,38.6,40,22.9,18.9,9.8,15.7,3.3,145,2430,1020.6,66.835,6.478,1283192.438,48122.489,4812.249,43.05843419,20,14.3,136.876,0.16,6005.778,236.939,25.253,0.021682429,34,170.5,208.582,2.682,98076.924,3699.623,369.962,3.68859572,40,6.1,42.745,0.45,15748.463,594.538,59.544,0.759314611,41,989,212.846,7.197,1425723.844,52888.409,5288.841,74.98400497,42,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,180.4,410.9,14.9,0,155.6,0,0,25.3,0,0,0,0,40.9,0,0,0,0,0,89.3,0,0,0,90.6,17.6,0,88.7,0,0,31.9,0,0,0,0,40.9,0,0,0,0,0,57.1,0,0,0,1.189991034,6.186323254,5.550574619,11.58203603
7.9,58000,7.2,81.5,11.7,11,40.4,39.3,21.9,19.8,12.5,18,4.6,29,2430,807,301.387,8.945,1771902,65502.928,6550.293,66.37788162,16,788.4,190.931,4.929,976432.312,35849.292,3584.929,76.88159685,31,1231.2,99.987,12.947,2564667.375,99465.773,9946.577,156.9675113,31,1627.8,116.703,0.094,19168.87,765.106,80.689,2.198714858,35,282.6,112.892,1.958,387936.094,14212.856,1421.414,21.53989466,37,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,248.7,434,11.4,0,102.8,29.5,0,41.9,0,0,0,0,44.2,0,0,0,0,0,94.8,0,0,34.9,75.2,13,0,55.4,29.3,0,33.7,0,0,0,0,30.2,0,0,0,0,0,46.3,0,0,35.1,1.424501425,5.89689835,5.251841101,11.34225663
9.7,84000,11.7,68.9,11.2,8,31.8,31.5,37,26.1,8.3,15.8,6.9,45,2708.6,1378.6,2879.934,29.626,1083536.796,40872.802,4087.28,52.9130904,12,92.7,472.73,4.946,180884.811,6823.275,682.328,8.529441751,12,440,856.847,8.814,322377.12,12160.599,1216.06,15.87608777,13,497.9,2437.568,21.166,917113.929,34595.141,3459.404,37.29915699,14,87,68.74,0.678,24807.927,935.796,93.58,1.163765655,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,225.9,425,14.5,6.5,113.3,22.3,8.4,31,0,13.2,10.3,7.1,43.1,11.1,14.3,5.6,10.7,12.2,117.8,6.5,4.4,22.4,19.6,3.8,2.4,13.9,6.3,4,7.4,0,4.8,4.3,3.6,8.7,4.4,5,3.2,4.4,4.7,15,3.8,2.9,6.2,1.784935272,5.547175166,3.776956675,10.14301557
8.4,54000,9.6,58.6,11.7,8.2,26.1,27.2,28.1,20.4,22.3,15.3,4.1,130,2708.6,138,4.975,0.05,1817.274,68.551,6.855,0.085250313,4,50.1,142.81,3.268,64388.333,2450.118,248.996,2.572350236,4,203.2,73.751,0.617,122328.789,4564.212,456.421,7.563613606,10,939.7,586.852,8.768,1736996.344,61930.684,6193.068,37.30239071,23,3397,4535.28,6974.226,13495543.5,3055741.365,444326.158,743.9137585,38,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,214.9,379.6,15.7,6.5,110,20.1,8.5,30.8,0,11.6,8.9,6.1,36.3,10.6,13.7,4.4,10.1,8.7,106.9,8.9,0,17.6,27.2,5.8,3.6,20.2,9,5.9,10.7,0,6.6,5.9,4.9,11.7,6.5,7.2,4.2,6.4,5.9,21.3,6.4,0,8,1.417729139,5.866999204,3.286964374,9.805422373
5.7,49000,7.1,59.2,15.1,7.9,35.6,36.5,21.9,19.3,14,14.4,4.5,366,2430,5.6,10.05,0.09,3304.039,124.634,12.463,0.154995974,109,1097.4,1334.471,2.85,531832.996,21736.005,2190.086,63.65128597,124,550.4,154.311,5.942,1177015.719,41659.776,4165.978,68.00357242,151,1152.8,790.85,15.966,3162699.438,114959.329,11495.933,47.52491833,151,358.8,98.606,4.181,354969.172,13293.782,1329.378,7.358894834,161,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,171.4,328,0,0,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6,0,0,0,94.8,0,0,71.1,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2,0,0,0,1.266645015,6.062574429,5.066580058,11.21576269
7.3,34000,7.3,83.6,32.9,36,40.1,38.3,22.1,19.4,28.7,18.5,9.2,180,2708.6,224.4,5218.512,6.203,226874.93,8558.098,855.81,0.819077709,40,56.8,423.475,4.373,159945.425,6033.406,603.341,7.503217119,44,801,147.576,6.169,1221919.625,45615.013,4561.501,44.36814658,48,551.3,354.29,5.799,1148691.688,45298.195,4529.82,47.35262022,48,24.9,0.366,0.051,7.482,283.037,37.143,0.000124755,57,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,247.3,369.9,0,0,0,0,0,79.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.6,0,0,0,0,0,84.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.909821941,5.356117174,4.135554279,10.43940264
6.8,49000,7.9,79.9,13,13.2,37.1,37.4,24.2,19.3,15.6,18.2,5.2,80,2430,603.6,422.18,1.898,308989.729,11602.081,1173.411,21.00968751,73,788.4,190.931,4.929,976432.312,35849.292,3584.929,76.88159685,84,1231.2,99.987,12.947,2564667.375,99465.773,9946.577,156.9675113,84,1627.8,116.703,0.094,19168.87,765.106,80.689,2.198714858,88,1020.6,66.835,6.478,1283192.438,48122.489,4812.249,43.05843419,92,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,277.6,435.9,15.1,8.9,103.3,18.4,0,41.9,0,15.9,14.9,0,50.3,14.7,12.2,0,13.9,0,97.3,0,0,16.4,53.4,10.5,9,37.5,17.5,0,25,0,16.8,15.7,0,24.9,15.2,14,0,14.8,0,35.5,0,0,16.2,1.442882576,5.89110621,4.756463742,10.94783833
8,65000,7.5,78.7,15.9,10.8,38.4,37.8,22.4,19,13.1,17.9,5,122,2708.6,138,4.975,0.05,1817.274,68.551,6.855,0.085250313,18,203.2,73.751,0.617,122328.789,4564.212,456.421,7.563613606,18,50.1,142.81,3.268,64388.333,2450.118,248.996,2.572350236,19,242,1.858,0.129,25488.594,1034.172,103.417,1.620124581,38,1690,6211.038,930.247,11313838,2463131.139,358306.42,604.3184472,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,315.2,442,14.2,0,123.4,0,0,32.5,0,0,0,0,54.6,0,0,0,0,0,82.3,0,0,29.9,77.4,15.3,0,59.6,0,0,30,0,0,0,0,37.4,0,0,0,0,0,45.4,0,0,29.5,1.485362428,5.860429945,4.904396673,11.05109647
7.4,64000,7.4,73.2,11.6,7.9,36.8,37.4,28.4,20.1,9.5,17.2,3.7,107,2430,1020.6,66.835,6.478,1283192.438,48122.489,4812.249,43.05843419,19,14.3,136.876,0.16,6005.778,236.939,25.253,0.021682429,34,6.1,42.745,0.45,15748.463,594.538,59.544,0.759314611,44,170.5,208.582,2.682,98076.924,3699.623,369.962,3.68859572,44,6.4,0,6.854,0.002,0,0,3.00767145,46,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,208.4,438.6,14.7,7.5,105.7,28,0,23.9,0,15.5,16.7,0,59.3,0,16.4,0,15,10.9,110.2,12.5,0,24.9,47.4,8.6,6.9,33.8,18.1,0,15.2,0,13,15.6,0,23.1,0,13.3,0,13.7,11.9,32,12.1,0,17,1.423881739,5.909008519,5.026886593,11.16146054
8,66000,9,85.2,20.3,13.7,34.7,34.6,25,21.3,12.7,18.6,4.9,119,2708.6,989,212.846,7.197,1425723.844,52888.409,5288.841,74.98400497,22,618.7,233.206,5.106,1011370.031,40336.174,4033.617,22.57695442,22,3.2,0,4.624,0,0,0,2.0291145,25,696.4,83.954,3.766,745816.756,27955.44,2795.544,19.9545518,26,940.2,402.571,8.758,1734873.125,65520.622,6552.062,111.0248164,27,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,231,399.6,8.4,0,113.6,16.8,0,31.6,0,14.9,0,15.2,38.8,0,0,0,0,0,87.8,0,0,27,52.8,8.1,0,40,16,0,21.4,0,15,0,14.6,22.8,0,0,0,0,0,35.7,0,0,20.5,1.571204438,5.759567066,4.088314878,10.40723982
7.5,58000,9.8,82.5,19.1,14.1,36.9,35.2,33.2,25.1,12.4,16.4,4.9,42,2708.6,168,757.691,7.063,302359.793,11405.673,1140.348,12.52880535,11,7.6,63.112,139.119,24876.822,1201.422,227.451,0.694567615,12,121,6.787,0.218,43148.99,1326.212,132.621,2.837468842,15,310,256.053,3.457,690996.969,26065.55,2606.555,29.75940076,15,929.8,2949.637,31.565,1186505.466,44757.488,4474.999,54.13349677,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,226.6,395.8,17.4,0,95.7,0,0,28.2,0,0,0,0,49.6,0,0,0,0,0,71,0,0,0,69.7,14.6,0,51.3,0,0,29.4,0,0,0,0,35.5,0,0,0,0,0,41.4,0,0,0,1.638017237,5.680681872,4.43788391,10.68520547
9.5,44000,12,81.8,31.4,25.9,33.5,34.8,38.3,26.6,24.4,16.3,8.2,202,2708.6,170.4,13.735,0.22,43641.105,1576.386,157.639,2.04711224,17,24.9,0.366,0.051,7.482,283.037,37.143,0.000124755,27,551.3,354.29,5.799,1148691.688,45298.195,4529.82,47.35262022,47,801,147.576,6.169,1221919.625,45615.013,4561.501,44.36814658,48,224.4,5218.512,6.203,226874.93,8558.098,855.81,0.819077709,49,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,189.4,365.7,11.7,4.6,95.7,15.4,11.3,30,0,14.5,11.2,6.7,20.3,4.4,13,4.1,11.2,8.7,85.7,9.2,5.3,23.5,16.6,2.9,1.9,11.8,4.8,4.4,6.5,0,4.6,4,3,5.3,2.6,4.3,2.4,4,3.5,11.7,4.1,3.1,5.9,2.032627658,5.247300674,3.713753595,10.09170635
8.5,90000,7.8,77.5,10.3,7,31.7,32.6,27.5,21.2,9.3,17.6,8.3,104,2708.6,535.5,69.345,2.818,558147.672,10748.399,1074.84,30.99336862,15,932.9,144.595,8.659,1715300.559,67309.83,6730.983,26.90487781,15,15,81.318,0.812,29703.546,1120.467,112.047,1.3934278,16,2295,740.705,6.9,1366715.125,52404.661,5240.466,86.77715515,16,25.7,328.323,3.404,124486.371,4695.832,469.583,5.839791601,17,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,263.4,487.8,20.4,10,128.3,16.7,0,32.3,0,21.8,0,0,52,0,20.6,0,0,0,128.1,0,0,17.5,63.3,13.5,9.6,45,16.8,0,23.7,0,19.7,0,0,30,0,18.7,0,0,0,47.6,0,0,17.2,1.941215179,5.37179206,3.608247423,10.00219346
8.8,46000,9.3,82.6,19.1,14.5,37.6,37,24,23.5,16.7,20.6,6.4,157,2430,713.4,139.186,0.826,163730.16,7507.43,751.358,8.629736704,13,1039,45.362,0.947,0,103415.792,13573.323,0.596929075,16,939.6,497.963,8.56,1695514.75,63320.471,6332.047,81.08453364,34,3179.6,9488.807,46549.459,13898034,3341494.156,486071.231,901.654728,45,501,74.726,0.43,85273.229,2956.886,295.689,5.303345932,48,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,287.8,477.4,17.4,9.1,112.4,11.4,16.6,41.6,0,19.4,14.2,0,64.9,10.7,11.5,0,0,14.3,106.5,0,0,24.4,49.2,9.4,7.7,35.8,11.7,16.2,21,0,15.4,13.1,0,24.7,12,11.6,0,0,11.9,32.9,0,0,16.4,1.73427896,5.575413712,4.304491726,10.57399527
6.2,51000,7.1,77.8,16.8,8.5,40.5,40,22.3,19.3,11.4,17.6,4.8,163,2430,2.3,188.222,0.212,7757.576,292.629,29.263,0.028006874,15,2163.7,79.333,0.061,12581.891,543.872,63.434,1.811106878,38,230,545.362,2.727,538995.879,19787.528,1978.753,30.29844417,59,153.9,989.877,9.454,345749.859,13042.258,1304.226,17.02712445,64,550.4,154.311,5.942,1177015.719,41659.776,4165.978,68.00357242,105,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,228.9,437.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414384592,5.898284683,5.206139031,11.31507674
6.5,44000,7.2,83.1,13.5,13.9,41.1,40.3,22.6,20.6,16,18.6,6,104,2430,2.3,188.222,0.212,7757.576,292.629,29.263,0.028006874,75,603.6,422.18,1.898,308989.729,11602.081,1173.411,21.00968751,91,2163.7,79.333,0.061,12581.891,543.872,63.434,1.811106878,94,634.7,430.355,0.937,185609.184,7144.072,714.407,10.7529918,106,1020.6,66.835,6.478,1283192.438,48122.489,4812.249,43.05843419,106,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,277.8,431.4,0,0,93.4,0,0,0,0,0,0,0,55.6,0,0,0,0,0,49.8,0,0,0,108.2,0,0,74.5,0,0,0,0,0,0,0,56.2,0,0,0,0,0,54.5,0,0,0,1.419753086,5.913580247,5.358024691,11.43209877
7.9,53000,9.1,80.9,15.7,10.5,38.1,35.9,29.1,25.6,12.7,17.8,4.8,64,2708.6,51,357.69,0.434,15860.095,598.269,59.827,0.057259068,5,1690,6211.038,930.247,11313838,2463131.139,358306.42,604.3184472,25,580.1,116.864,5.261,1042161.656,38534.178,3853.418,57.93316316,36,1230.3,96.574,12.438,2463819.5,92000.123,9200.012,96.7902274,36,242,1.858,0.129,25488.594,1034.172,103.417,1.620124581,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,252.4,400.9,12.9,0,106.9,21.8,0,44.8,0,0,0,0,31.3,0,0,0,0,0,107.7,0,0,0,68.2,12.2,0,53.7,25.7,0,34.5,0,0,0,0,28.1,0,0,0,0,0,47,0,0,0,1.619620546,5.691809348,4.840351689,11.00416474
8.3,79000,7.1,62.1,6.3,5.9,31.9,34.7,28.6,20.3,7.5,13.6,4.5,152,2708.6,1088.2,686.594,13.148,2604432.344,85597.447,8559.745,83.11266011,15,3.2,0,4.624,0,0,0,2.0291145,16,989,212.846,7.197,1425723.844,52888.409,5288.841,74.98400497,17,940.2,402.571,8.758,1734873.125,65520.622,6552.062,111.0248164,24,9.8,0,7.138,0,0,0,3.131981971,26,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,207.6,393.7,15.8,6.5,127.8,26,6.4,27.6,0,12.1,14.7,5.9,39.8,10,13.6,5.9,9.6,12.6,82,6.1,5.8,24.3,26.8,5.3,3.9,21.9,10,5.7,10.3,0,6.8,7.7,4.5,11.5,6.5,7.1,4.6,6.5,6.8,17,5.2,5.3,9.5,1.531441885,5.822391573,4.596752664,10.80503847
