cnty_fips,display_name,Value
31019,"""Buffalo, (NE)""",202.8
31021,"""Burt, (NE)""",203.7
31023,"""Butler, (NE)""",196.1
31025,"""Cass, (NE)""",185.8
31027,"""Cedar, (NE)""",206.5
31029,"""Chase, (NE)""",163.5
31031,"""Cherry, (NE)""",167.5
31033,"""Cheyenne, (NE)""",208.7
31035,"""Clay, (NE)""",218.4
31037,"""Colfax, (NE)""",195.6
31039,"""Cuming, (NE)""",198.1
31041,"""Custer, (NE)""",210.5
31043,"""Dakota, (NE)""",174.2
31045,"""Dawes, (NE)""",212.9
31047,"""Dawson, (NE)""",195.3
31049,"""Deuel, (NE)""",176.1
31051,"""Dixon, (NE)""",206.1
31053,"""Dodge, (NE)""",189.1
31055,"""Douglas, (NE)""",188.9
31057,"""Dundy, (NE)""",179.5
31059,"""Fillmore, (NE)""",224.9
31061,"""Franklin, (NE)""",203.9
31063,"""Frontier, (NE)""",194.9
31065,"""Furnas, (NE)""",200.4
31067,"""Gage, (NE)""",192.7
31069,"""Garden, (NE)""",197.1
31071,"""Garfield, (NE)""",239.2
31073,"""Gosper, (NE)""",206
31075,"""Grant, (NE)""",213.8
31077,"""Greeley, (NE)""",190.7
31079,"""Hall, (NE)""",207.6
31081,"""Hamilton, (NE)""",211
31083,"""Harlan, (NE)""",203.6
31085,"""Hayes, (NE)""",180.5
31087,"""Hitchcock, (NE)""",192.1
31089,"""Holt, (NE)""",204.8
31091,"""Hooker, (NE)""",164.9
31093,"""Howard, (NE)""",194.2
31095,"""Jefferson, (NE)""",215.5
31097,"""Johnson, (NE)""",195.4
31099,"""Kearney, (NE)""",193.6
31101,"""Keith, (NE)""",169.2
31103,"""Keya Paha, (NE)""",207.5
31105,"""Kimball, (NE)""",180.6
31107,"""Knox, (NE)""",210.2
31109,"""Lancaster, (NE)""",189.3
31111,"""Lincoln, (NE)""",182.6
31113,"""Logan, (NE)""",189.9
31115,"""Loup, (NE)""",235.1
31117,"""McPherson, (NE)""",170.4
31119,"""Madison, (NE)""",201.1
31121,"""Merrick, (NE)""",209
31123,"""Morrill, (NE)""",203.5
31125,"""Nance, (NE)""",235.7
31127,"""Nemaha, (NE)""",215.2
31129,"""Nuckolls, (NE)""",216.8
31131,"""Otoe, (NE)""",193.1
31133,"""Pawnee, (NE)""",208.9
31135,"""Perkins, (NE)""",174.8
31137,"""Phelps, (NE)""",195.1
31139,"""Pierce, (NE)""",199.6
31141,"""Platte, (NE)""",206
31143,"""Polk, (NE)""",211.1
31145,"""Red Willow, (NE)""",203.2
31147,"""Richardson, (NE)""",219.1
31149,"""Rock, (NE)""",245.1
31151,"""Saline, (NE)""",207
31153,"""Sarpy, (NE)""",180.8
31155,"""Saunders, (NE)""",188.5
31157,"""Scotts Bluff, (NE)""",189.6
31159,"""Seward, (NE)""",201.4
31161,"""Sheridan, (NE)""",229.9
31163,"""Sherman, (NE)""",190.2
31165,"""Sioux, (NE)""",185.5
31167,"""Stanton, (NE)""",192.7
31169,"""Thayer, (NE)""",231
31171,"""Thomas, (NE)""",163.3
31173,"""Thurston, (NE)""",277.6
31175,"""Valley, (NE)""",207.2
31177,"""Washington, (NE)""",190.2
31179,"""Wayne, (NE)""",183.7
31181,"""Webster, (NE)""",209.5
31183,"""Wheeler, (NE)""",201.8
31185,"""York, (NE)""",222.5
35001,"""Bernalillo, (NM)""",203.7
35005,"""Chaves, (NM)""",275.1
35007,"""Colfax, (NM)""",154
35009,"""Curry, (NM)""",240.8
35011,"""De Baca, (NM)""",245
35015,"""Eddy, (NM)""",253.8
35019,"""Guadalupe, (NM)""",227.5
35021,"""Harding, (NM)""",168.4
35025,"""Lea, (NM)""",267.2
35027,"""Lincoln, (NM)""",200.1
35028,"""Los Alamos, (NM)""",144.5
35033,"""Mora, (NM)""",149.2
35035,"""Otero, (NM)""",201.4
35037,"""Quay, (NM)""",261.8
35039,"""Rio Arriba, (NM)""",174.5
35041,"""Roosevelt, (NM)""",245
35047,"""San Miguel, (NM)""",177.5
35049,"""Santa Fe, (NM)""",142.4
35055,"""Taos, (NM)""",139.8
35057,"""Torrance, (NM)""",203.3
35059,"""Union, (NM)""",212.5
40001,"""Adair, (OK)""",346.3
40003,"""Alfalfa, (OK)""",246.9
40005,"""Atoka, (OK)""",316.3
40007,"""Beaver, (OK)""",307.3
40009,"""Beckham, (OK)""",277.1
40011,"""Blaine, (OK)""",286.7
40013,"""Bryan, (OK)""",270.7
40015,"""Caddo, (OK)""",328.8
40017,"""Canadian, (OK)""",228.7
40019,"""Carter, (OK)""",282.1
40021,"""Cherokee, (OK)""",307.8
40023,"""Choctaw, (OK)""",305.8
40025,"""Cimarron, (OK)""",250.9
40027,"""Cleveland, (OK)""",231.4
40029,"""Coal, (OK)""",354.5
40031,"""Comanche, (OK)""",253
40033,"""Cotton, (OK)""",267.6
40035,"""Craig, (OK)""",346.7
40037,"""Creek, (OK)""",308.8
40039,"""Custer, (OK)""",309.8
40041,"""Delaware, (OK)""",278
40043,"""Dewey, (OK)""",298.6
40045,"""Ellis, (OK)""",278.2
40047,"""Garfield, (OK)""",264.4
40049,"""Garvin, (OK)""",295.8
40051,"""Grady, (OK)""",274.1
40053,"""Grant, (OK)""",264.4
40055,"""Greer, (OK)""",265.1
40057,"""Harmon, (OK)""",258.4
40059,"""Harper, (OK)""",277.6
40061,"""Haskell, (OK)""",368
40063,"""Hughes, (OK)""",351.8
40065,"""Jackson, (OK)""",253.2
40067,"""Jefferson, (OK)""",314.7
40069,"""Johnston, (OK)""",276.7
40071,"""Kay, (OK)""",304.1
40073,"""Kingfisher, (OK)""",249.4
40075,"""Kiowa, (OK)""",324.4
40077,"""Latimer, (OK)""",343.3
40079,"""Le Flore, (OK)""",350.4
40081,"""Lincoln, (OK)""",285.6
40083,"""Logan, (OK)""",242.1
40085,"""Love, (OK)""",253.2
40087,"""McClain, (OK)""",271.8
40089,"""McCurtain, (OK)""",338.1
40091,"""McIntosh, (OK)""",365.2
40093,"""Major, (OK)""",280.5
40095,"""Marshall, (OK)""",259.7
40097,"""Mayes, (OK)""",306.1
40099,"""Murray, (OK)""",292.9
40101,"""Muskogee, (OK)""",407.6
40103,"""Noble, (OK)""",279.1
40105,"""Nowata, (OK)""",294.4
40107,"""Okfuskee, (OK)""",334.9
40109,"""Oklahoma, (OK)""",269
40111,"""Okmulgee, (OK)""",349.4
40113,"""Osage, (OK)""",267.7
40115,"""Ottawa, (OK)""",378.5
40117,"""Pawnee, (OK)""",309.8
40119,"""Payne, (OK)""",246.7
40121,"""Pittsburg, (OK)""",344.6
40123,"""Pontotoc, (OK)""",298
40125,"""Pottawatomie, (OK)""",323.6
40127,"""Pushmataha, (OK)""",338.5
40129,"""Roger Mills, (OK)""",277.8
40131,"""Rogers, (OK)""",289.1
40133,"""Seminole, (OK)""",358.6
40135,"""Sequoyah, (OK)""",325.9
40137,"""Stephens, (OK)""",307.1
40139,"""Texas, (OK)""",347.8
40141,"""Tillman, (OK)""",264.5
40143,"""Tulsa, (OK)""",298.6
40145,"""Wagoner, (OK)""",261
40147,"""Washington, (OK)""",303.2
40149,"""Washita, (OK)""",295.5
40151,"""Woods, (OK)""",317.2
40153,"""Woodward, (OK)""",287.9
46003,"""Aurora, (SD)""",218.6
46005,"""Beadle, (SD)""",199.3
46007,"""Bennett, (SD)""",270.8
46009,"""Bon Homme, (SD)""",218.1
46011,"""Brookings, (SD)""",201.9
46015,"""Brule, (SD)""",223.8
46017,"""Buffalo, (SD)""",322.1
46023,"""Charles Mix, (SD)""",217.4
46027,"""Clay, (SD)""",222.7
46033,"""Custer, (SD)""",212.9
46035,"""Davison, (SD)""",216.2
46043,"""Douglas, (SD)""",220.1
46047,"""Fall River, (SD)""",251.3
46053,"""Gregory, (SD)""",235.4
46055,"""Haakon, (SD)""",202.7
46059,"""Hand, (SD)""",227.1
46061,"""Hanson, (SD)""",224.3
46065,"""Hughes, (SD)""",183.6
46067,"""Hutchinson, (SD)""",224.2
46069,"""Hyde, (SD)""",212.7
46071,"""Jackson, (SD)""",233.1
46073,"""Jerauld, (SD)""",232.6
46075,"""Jones, (SD)""",203.6
46077,"""Kingsbury, (SD)""",194.3
46079,"""Lake, (SD)""",217.4
46081,"""Lawrence, (SD)""",179.7
46083,"""Lincoln, (SD)""",147.8
46085,"""Lyman, (SD)""",223.4
46087,"""McCook, (SD)""",222.2
46093,"""Meade, (SD)""",195.5
46095,"""Mellette, (SD)""",259.1
46097,"""Miner, (SD)""",202.5
46099,"""Minnehaha, (SD)""",218.6
46101,"""Moody, (SD)""",214.8
46103,"""Pennington, (SD)""",206.2
46111,"""Sanborn, (SD)""",207.2
46102,"""Oglala Lakota, (SD)""",22.4
46117,"""Stanley, (SD)""",145.1
46121,"""Todd, (SD)""",276.1
46123,"""Tripp, (SD)""",220.1
46125,"""Turner, (SD)""",237.3
46127,"""Union, (SD)""",155.6
46135,"""Yankton, (SD)""",222.6
48003,"""Andrews, (TX)""",283.8
48009,"""Archer, (TX)""",263.7
48011,"""Armstrong, (TX)""",312.8
48017,"""Bailey, (TX)""",234.2
48023,"""Baylor, (TX)""",268.8
48033,"""Borden, (TX)""",242.5
48037,"""Bowie, (TX)""",329
48045,"""Briscoe, (TX)""",246.3
48059,"""Callahan, (TX)""",276.3
48063,"""Camp, (TX)""",272.9
48065,"""Carson, (TX)""",253.9
48067,"""Cass, (TX)""",284.9
48069,"""Castro, (TX)""",232.4
48075,"""Childress, (TX)""",261.2
48077,"""Clay, (TX)""",252.9
48079,"""Cochran, (TX)""",250.1
48085,"""Collin, (TX)""",163.8
48087,"""Collingsworth, (TX)""",289.9
48097,"""Cooke, (TX)""",230.2
48101,"""Cottle, (TX)""",244
48107,"""Crosby, (TX)""",261.5
48111,"""Dallam, (TX)""",201.9
48113,"""Dallas, (TX)""",223.6
48115,"""Dawson, (TX)""",251
48117,"""Deaf Smith, (TX)""",227
48119,"""Delta, (TX)""",304.1
48121,"""Denton, (TX)""",170.6
48125,"""Dickens, (TX)""",271.4
48129,"""Donley, (TX)""",289.3
48133,"""Eastland, (TX)""",271.7
48139,"""Ellis, (TX)""",234.1
48143,"""Erath, (TX)""",243.2
48147,"""Fannin, (TX)""",319.8
48151,"""Fisher, (TX)""",252
48153,"""Floyd, (TX)""",262
48155,"""Foard, (TX)""",246.8
48159,"""Franklin, (TX)""",273.4
48165,"""Gaines, (TX)""",226.9
48169,"""Garza, (TX)""",256.3
48179,"""Gray, (TX)""",314.3
48181,"""Grayson, (TX)""",251.5
48183,"""Gregg, (TX)""",288.9
48189,"""Hale, (TX)""",260.6
48191,"""Hall, (TX)""",263.2
48195,"""Hansford, (TX)""",273
48197,"""Hardeman, (TX)""",251.1
48203,"""Harrison, (TX)""",250.2
48205,"""Hartley, (TX)""",224.1
48207,"""Haskell, (TX)""",255.5
48211,"""Hemphill, (TX)""",285.9
48213,"""Henderson, (TX)""",310.4
48219,"""Hockley, (TX)""",244.4
48221,"""Hood, (TX)""",211.3
48223,"""Hopkins, (TX)""",296.8
48227,"""Howard, (TX)""",330.1
48231,"""Hunt, (TX)""",289.5
48233,"""Hutchinson, (TX)""",343.2
48237,"""Jack, (TX)""",276.8
48251,"""Johnson, (TX)""",247.9
48253,"""Jones, (TX)""",270.9
48257,"""Kaufman, (TX)""",289.5
48263,"""Kent, (TX)""",220.5
48269,"""King, (TX)""",244
48275,"""Knox, (TX)""",254
48277,"""Lamar, (TX)""",302.8
48279,"""Lamb, (TX)""",258
48295,"""Lipscomb, (TX)""",291.2
48303,"""Lubbock, (TX)""",261.9
48305,"""Lynn, (TX)""",248.7
48315,"""Marion, (TX)""",255.9
48317,"""Martin, (TX)""",244.8
48335,"""Mitchell, (TX)""",284.2
48337,"""Montague, (TX)""",290.5
48341,"""Moore, (TX)""",259.1
48343,"""Morris, (TX)""",293.1
48345,"""Motley, (TX)""",265.1
48353,"""Nolan, (TX)""",271.3
48357,"""Ochiltree, (TX)""",327.3
48359,"""Oldham, (TX)""",262.2
48363,"""Palo Pinto, (TX)""",270.6
48365,"""Panola, (TX)""",248.2
48367,"""Parker, (TX)""",229.6
48369,"""Parmer, (TX)""",235.3
48375,"""Potter, (TX)""",327.1
48379,"""Rains, (TX)""",287.1
48381,"""Randall, (TX)""",222.7
48387,"""Red River, (TX)""",320.4
48393,"""Roberts, (TX)""",312
48397,"""Rockwall, (TX)""",218.8
48401,"""Rusk, (TX)""",269.6
48415,"""Scurry, (TX)""",205.6
48417,"""Shackelford, (TX)""",258.5
48421,"""Sherman, (TX)""",250.2
48423,"""Smith, (TX)""",270.7
48425,"""Somervell, (TX)""",219.4
48429,"""Stephens, (TX)""",283.9
48433,"""Stonewall, (TX)""",240.1
48437,"""Swisher, (TX)""",231.8
48439,"""Tarrant, (TX)""",217.6
48441,"""Taylor, (TX)""",271.3
48445,"""Terry, (TX)""",287.1
48447,"""Throckmorton, (TX)""",279.1
48449,"""Titus, (TX)""",276.4
48459,"""Upshur, (TX)""",280.5
48467,"""Van Zandt, (TX)""",275.5
48483,"""Wheeler, (TX)""",285
48485,"""Wichita, (TX)""",262.2
48487,"""Wilbarger, (TX)""",261.6
48497,"""Wise, (TX)""",252.8
48499,"""Wood, (TX)""",271.9
48501,"""Yoakum, (TX)""",244
48503,"""Young, (TX)""",286.9
56001,"""Albany, (WY)""",171.9
56005,"""Campbell, (WY)""",204.6
56009,"""Converse, (WY)""",195.2
56011,"""Crook, (WY)""",198.1
56015,"""Goshen, (WY)""",184.8
56019,"""Johnson, (WY)""",209.5
56021,"""Laramie, (WY)""",178.6
56027,"""Niobrara, (WY)""",187.4
56031,"""Platte, (WY)""",182.3
56045,"""Weston, (WY)""",197.5
16003,"""Adams, (ID)""",159.3
16009,"""Benewah, (ID)""",205.5
16017,"""Bonner, (ID)""",191.9
16021,"""Boundary, (ID)""",186.1
16035,"""Clearwater, (ID)""",188.6
16049,"""Idaho, (ID)""",180.1
16055,"""Kootenai, (ID)""",194.9
16057,"""Latah, (ID)""",166.1
16059,"""Lemhi, (ID)""",194
16061,"""Lewis, (ID)""",188.1
16069,"""Nez Perce, (ID)""",195.9
16079,"""Shoshone, (ID)""",204.2
16085,"""Valley, (ID)""",117.9
27005,"""Becker, (MN)""",184
27007,"""Beltrami, (MN)""",181.9
27009,"""Benton, (MN)""",185.6
27011,"""Big Stone, (MN)""",210.3
27019,"""Carver, (MN)""",145.9
27021,"""Cass, (MN)""",167.7
27023,"""Chippewa, (MN)""",176.4
27027,"""Clay, (MN)""",178.8
27029,"""Clearwater, (MN)""",198.7
27035,"""Crow Wing, (MN)""",164.8
27041,"""Douglas, (MN)""",170.3
27051,"""Grant, (MN)""",197.2
27057,"""Hubbard, (MN)""",172.6
27061,"""Itasca, (MN)""",183.5
27067,"""Kandiyohi, (MN)""",156.8
27069,"""Kittson, (MN)""",199.9
27071,"""Koochiching, (MN)""",186.1
27073,"""Lac qui Parle, (MN)""",200.2
27077,"""Lake of the Woods, (MN)""",193.1
27085,"""McLeod, (MN)""",168.7
27087,"""Mahnomen, (MN)""",201.9
27089,"""Marshall, (MN)""",199.4
27093,"""Meeker, (MN)""",170.6
27097,"""Morrison, (MN)""",158.1
27107,"""Norman, (MN)""",183.5
27111,"""Otter Tail, (MN)""",190.5
27113,"""Pennington, (MN)""",201.3
27119,"""Polk, (MN)""",204.3
27121,"""Pope, (MN)""",168.9
27125,"""Red Lake, (MN)""",205
27129,"""Renville, (MN)""",168.2
27135,"""Roseau, (MN)""",192.5
27141,"""Sherburne, (MN)""",153.6
27145,"""Stearns, (MN)""",142.6
27149,"""Stevens, (MN)""",194.6
27151,"""Swift, (MN)""",181.8
27153,"""Todd, (MN)""",153.1
27155,"""Traverse, (MN)""",221.2
27159,"""Wadena, (MN)""",190
27167,"""Wilkin, (MN)""",211.9
27171,"""Wright, (MN)""",160.1
27173,"""Yellow Medicine, (MN)""",180.4
30001,"""Beaverhead, (MT)""",188.5
30003,"""Big Horn, (MT)""",236.8
30005,"""Blaine, (MT)""",259.8
30007,"""Broadwater, (MT)""",183.8
30009,"""Carbon, (MT)""",177.9
30011,"""Carter, (MT)""",211.3
30013,"""Cascade, (MT)""",190.5
30015,"""Chouteau, (MT)""",197.3
30017,"""Custer, (MT)""",214.7
30019,"""Daniels, (MT)""",268.5
30021,"""Dawson, (MT)""",192.4
30023,"""Deer Lodge, (MT)""",242.8
30025,"""Fallon, (MT)""",200.9
30027,"""Fergus, (MT)""",243
30029,"""Flathead, (MT)""",195
30031,"""Gallatin, (MT)""",176
30033,"""Garfield, (MT)""",223.3
30035,"""Glacier, (MT)""",234.8
30037,"""Golden Valley, (MT)""",218.3
30039,"""Granite, (MT)""",199.2
30041,"""Hill, (MT)""",267.9
30043,"""Jefferson, (MT)""",198.8
30045,"""Judith Basin, (MT)""",198.8
30047,"""Lake, (MT)""",194.6
30049,"""Lewis and Clark, (MT)""",193.6
30051,"""Liberty, (MT)""",200.2
30053,"""Lincoln, (MT)""",189.9
30055,"""McCone, (MT)""",220.3
30057,"""Madison, (MT)""",163.4
30059,"""Meagher, (MT)""",183.9
30061,"""Mineral, (MT)""",199.9
30063,"""Missoula, (MT)""",193.9
30065,"""Musselshell, (MT)""",225.6
30067,"""Park, (MT)""",172.9
30069,"""Petroleum, (MT)""",239.6
30071,"""Phillips, (MT)""",251.9
30073,"""Pondera, (MT)""",199.4
30075,"""Powder River, (MT)""",212.9
30077,"""Powell, (MT)""",196.6
30079,"""Prairie, (MT)""",192
30081,"""Ravalli, (MT)""",193.4
30083,"""Richland, (MT)""",209.3
30085,"""Roosevelt, (MT)""",328.9
30087,"""Rosebud, (MT)""",225.1
30089,"""Sanders, (MT)""",194.4
30091,"""Sheridan, (MT)""",169.4
30093,"""Silver Bow, (MT)""",279.5
30095,"""Stillwater, (MT)""",186.5
30097,"""Sweet Grass, (MT)""",152.8
30099,"""Teton, (MT)""",191.6
30101,"""Toole, (MT)""",244.8
30103,"""Treasure, (MT)""",226.4
30105,"""Valley, (MT)""",254
30107,"""Wheatland, (MT)""",244.3
30109,"""Wibaux, (MT)""",196.2
30111,"""Yellowstone, (MT)""",223.1
38001,"""Adams, (ND)""",230.4
38003,"""Barnes, (ND)""",183.2
38005,"""Benson, (ND)""",223.9
38007,"""Billings, (ND)""",185.8
38009,"""Bottineau, (ND)""",274.5
38011,"""Bowman, (ND)""",202.2
38013,"""Burke, (ND)""",150.2
38015,"""Burleigh, (ND)""",179.6
38017,"""Cass, (ND)""",168.1
38019,"""Cavalier, (ND)""",192.7
38021,"""Dickey, (ND)""",195.6
38023,"""Divide, (ND)""",189.6
38025,"""Dunn, (ND)""",206
38027,"""Eddy, (ND)""",226.3
38029,"""Emmons, (ND)""",171.2
38031,"""Foster, (ND)""",223
38033,"""Golden Valley, (ND)""",200
38035,"""Grand Forks, (ND)""",201.1
38037,"""Grant, (ND)""",196
38039,"""Griggs, (ND)""",217.1
38041,"""Hettinger, (ND)""",178.4
38043,"""Kidder, (ND)""",184.6
38045,"""LaMoure, (ND)""",185.7
38047,"""Logan, (ND)""",193
38049,"""McHenry, (ND)""",190.1
38051,"""McIntosh, (ND)""",188.2
38053,"""McKenzie, (ND)""",211.5
38055,"""McLean, (ND)""",208.8
38057,"""Mercer, (ND)""",194.3
38059,"""Morton, (ND)""",232.4
38061,"""Mountrail, (ND)""",335.3
38063,"""Nelson, (ND)""",209
38065,"""Oliver, (ND)""",179.8
38067,"""Pembina, (ND)""",184.1
38069,"""Pierce, (ND)""",203
38071,"""Ramsey, (ND)""",228.4
38073,"""Ransom, (ND)""",189.2
38075,"""Renville, (ND)""",184.8
38077,"""Richland, (ND)""",192
38079,"""Rolette, (ND)""",303.9
38081,"""Sargent, (ND)""",197.1
38083,"""Sheridan, (ND)""",182.9
38085,"""Sioux, (ND)""",339.6
38087,"""Slope, (ND)""",183.8
38089,"""Stark, (ND)""",189.3
38091,"""Steele, (ND)""",177.7
38093,"""Stutsman, (ND)""",209
38095,"""Towner, (ND)""",193
38097,"""Traill, (ND)""",180.3
38099,"""Walsh, (ND)""",201.9
38101,"""Ward, (ND)""",169.6
38103,"""Wells, (ND)""",211.5
38105,"""Williams, (ND)""",208.6
41001,"""Baker, (OR)""",218.8
41049,"""Morrow, (OR)""",181.9
41059,"""Umatilla, (OR)""",185.6
41061,"""Union, (OR)""",192.6
41063,"""Wallowa, (OR)""",193.9
46013,"""Brown, (SD)""",194.6
46019,"""Butte, (SD)""",202.7
46021,"""Campbell, (SD)""",214.3
46025,"""Clark, (SD)""",191.3
46029,"""Codington, (SD)""",191.8
46031,"""Corson, (SD)""",310.5
46037,"""Day, (SD)""",194.6
46039,"""Deuel, (SD)""",192.4
46041,"""Dewey, (SD)""",255.9
46045,"""Edmunds, (SD)""",191.3
46049,"""Faulk, (SD)""",197.3
46051,"""Grant, (SD)""",200
46057,"""Hamlin, (SD)""",189.8
46063,"""Harding, (SD)""",224.1
46089,"""McPherson, (SD)""",191.3
46091,"""Marshall, (SD)""",196.1
46105,"""Perkins, (SD)""",210.3
46107,"""Potter, (SD)""",189.7
46109,"""Roberts, (SD)""",210.2
46115,"""Spink, (SD)""",197.3
46119,"""Sully, (SD)""",169
46129,"""Walworth, (SD)""",178.2
46137,"""Ziebach, (SD)""",188.8
53001,"""Adams, (WA)""",205.2
53003,"""Asotin, (WA)""",205.6
53005,"""Benton, (WA)""",185.3
53013,"""Columbia, (WA)""",192.1
53017,"""Douglas, (WA)""",172.3
53019,"""Ferry, (WA)""",201
53021,"""Franklin, (WA)""",194.8
53023,"""Garfield, (WA)""",208.4
53025,"""Grant, (WA)""",214.5
53043,"""Lincoln, (WA)""",196.2
53051,"""Pend Oreille, (WA)""",190.9
53063,"""Spokane, (WA)""",191.3
53065,"""Stevens, (WA)""",191.6
53071,"""Walla Walla, (WA)""",186.4
53075,"""Whitman, (WA)""",200.2
56033,"""Sheridan, (WY)""",201.4
1003,"""Baldwin, (AL)""",241.9
1005,"""Barbour, (AL)""",351.2
1011,"""Bullock, (AL)""",311.5
1013,"""Butler, (AL)""",311.9
1023,"""Choctaw, (AL)""",337.9
1025,"""Clarke, (AL)""",288.8
1031,"""Coffee, (AL)""",312.5
1035,"""Conecuh, (AL)""",316.8
1039,"""Covington, (AL)""",343.2
1041,"""Crenshaw, (AL)""",307.7
1045,"""Dale, (AL)""",281.9
1053,"""Escambia, (AL)""",300.7
1061,"""Geneva, (AL)""",289.9
1067,"""Henry, (AL)""",281.9
1069,"""Houston, (AL)""",294.9
1097,"""Mobile, (AL)""",300.7
1099,"""Monroe, (AL)""",294.3
1109,"""Pike, (AL)""",295.2
1129,"""Washington, (AL)""",283.1
1131,"""Wilcox, (AL)""",391.3
12001,"""Alachua, (FL)""",176.8
12003,"""Baker, (FL)""",265
12005,"""Bay, (FL)""",243.3
12007,"""Bradford, (FL)""",234.8
12009,"""Brevard, (FL)""",221.5
12013,"""Calhoun, (FL)""",245.5
12015,"""Charlotte, (FL)""",157.2
12017,"""Citrus, (FL)""",292
12019,"""Clay, (FL)""",219.9
12021,"""Collier, (FL)""",133.6
12023,"""Columbia, (FL)""",227.3
12027,"""DeSoto, (FL)""",163.3
12029,"""Dixie, (FL)""",231.4
12031,"""Duval, (FL)""",245.3
12033,"""Escambia, (FL)""",249.5
12035,"""Flagler, (FL)""",203.8
12037,"""Franklin, (FL)""",234.6
12039,"""Gadsden, (FL)""",214.5
12041,"""Gilchrist, (FL)""",199.3
12043,"""Glades, (FL)""",164
12045,"""Gulf, (FL)""",243
12047,"""Hamilton, (FL)""",260.8
12049,"""Hardee, (FL)""",202.1
12051,"""Hendry, (FL)""",230.6
12053,"""Hernando, (FL)""",227.5
12055,"""Highlands, (FL)""",198.7
12057,"""Hillsborough, (FL)""",205
12059,"""Holmes, (FL)""",314.3
12061,"""Indian River, (FL)""",172.7
12063,"""Jackson, (FL)""",271.2
12065,"""Jefferson, (FL)""",219.7
12067,"""Lafayette, (FL)""",247.5
12069,"""Lake, (FL)""",200.6
12071,"""Lee, (FL)""",151.7
12073,"""Leon, (FL)""",205.2
12075,"""Levy, (FL)""",242.9
12077,"""Liberty, (FL)""",224.2
12079,"""Madison, (FL)""",271.9
12081,"""Manatee, (FL)""",168.7
12083,"""Marion, (FL)""",243.2
12087,"""Monroe, (FL)""",174.9
12089,"""Nassau, (FL)""",224.2
12091,"""Okaloosa, (FL)""",211.9
12093,"""Okeechobee, (FL)""",230.9
12095,"""Orange, (FL)""",208.7
12097,"""Osceola, (FL)""",224.8
12101,"""Pasco, (FL)""",205.7
12103,"""Pinellas, (FL)""",184.5
12105,"""Polk, (FL)""",221.7
12107,"""Putnam, (FL)""",218.8
12109,"""St. Johns, (FL)""",154.2
12113,"""Santa Rosa, (FL)""",222.4
12115,"""Sarasota, (FL)""",146.6
12117,"""Seminole, (FL)""",202.6
12119,"""Sumter, (FL)""",171.2
12121,"""Suwannee, (FL)""",255.1
12123,"""Taylor, (FL)""",242.3
12125,"""Union, (FL)""",338.4
12127,"""Volusia, (FL)""",245.1
12129,"""Wakulla, (FL)""",208.5
12131,"""Walton, (FL)""",195.4
12133,"""Washington, (FL)""",330.5
13001,"""Appling, (GA)""",298.6
13003,"""Atkinson, (GA)""",298.7
13005,"""Bacon, (GA)""",313
13007,"""Baker, (GA)""",274
13017,"""Ben Hill, (GA)""",341.4
13019,"""Berrien, (GA)""",290.2
13025,"""Brantley, (GA)""",278.3
13027,"""Brooks, (GA)""",271.2
13029,"""Bryan, (GA)""",246.1
13037,"""Calhoun, (GA)""",277.8
13039,"""Camden, (GA)""",253.2
13049,"""Charlton, (GA)""",243.3
13051,"""Chatham, (GA)""",230.2
13061,"""Clay, (GA)""",306.6
13065,"""Clinch, (GA)""",370.2
13069,"""Coffee, (GA)""",288.7
13071,"""Colquitt, (GA)""",251
13075,"""Cook, (GA)""",296
13081,"""Crisp, (GA)""",270.1
13087,"""Decatur, (GA)""",313.6
13095,"""Dougherty, (GA)""",264.2
13099,"""Early, (GA)""",335.9
13101,"""Echols, (GA)""",205.7
13127,"""Glynn, (GA)""",217.4
13131,"""Grady, (GA)""",253.9
13155,"""Irwin, (GA)""",306.6
13161,"""Jeff Davis, (GA)""",320.5
13173,"""Lanier, (GA)""",258.4
13177,"""Lee, (GA)""",271.9
13179,"""Liberty, (GA)""",242.6
13183,"""Long, (GA)""",224.7
13185,"""Lowndes, (GA)""",273.5
13191,"""McIntosh, (GA)""",215.5
13201,"""Miller, (GA)""",330.4
13205,"""Mitchell, (GA)""",280.4
13229,"""Pierce, (GA)""",293.9
13239,"""Quitman, (GA)""",318.9
13243,"""Randolph, (GA)""",268.7
13253,"""Seminole, (GA)""",299.1
13259,"""Stewart, (GA)""",253.5
13261,"""Sumter, (GA)""",310.3
13267,"""Tattnall, (GA)""",290
13271,"""Telfair, (GA)""",201.5
13273,"""Terrell, (GA)""",265.2
13275,"""Thomas, (GA)""",251.5
13277,"""Tift, (GA)""",317.8
13287,"""Turner, (GA)""",321.8
13299,"""Ware, (GA)""",310.4
13305,"""Wayne, (GA)""",268
13307,"""Webster, (GA)""",273.8
13309,"""Wheeler, (GA)""",237.1
13315,"""Wilcox, (GA)""",259.8
13321,"""Worth, (GA)""",249.7
22001,"""Acadia, (LA)""",301.2
22003,"""Allen, (LA)""",305.7
22005,"""Ascension, (LA)""",228.6
22007,"""Assumption, (LA)""",271.3
22009,"""Avoyelles, (LA)""",343.4
22011,"""Beauregard, (LA)""",328.2
22019,"""Calcasieu, (LA)""",369.7
22021,"""Caldwell, (LA)""",385.6
22023,"""Cameron, (LA)""",338.5
22025,"""Catahoula, (LA)""",349.7
22029,"""Concordia, (LA)""",346.5
22033,"""East Baton Rouge, (LA)""",260.7
22037,"""East Feliciana, (LA)""",323.4
