cnty_fips,display_name,Value
22039,"""Evangeline, (LA)""",308.1
22043,"""Grant, (LA)""",289.2
22045,"""Iberia, (LA)""",321.1
22047,"""Iberville, (LA)""",243.3
22051,"""Jefferson, (LA)""",228.9
22053,"""Jefferson Davis, (LA)""",334
22055,"""Lafayette, (LA)""",249.1
22057,"""Lafourche, (LA)""",248.3
22059,"""La Salle, (LA)""",268.5
22063,"""Livingston, (LA)""",255.8
22069,"""Natchitoches, (LA)""",305.7
22071,"""Orleans, (LA)""",229.9
22075,"""Plaquemines, (LA)""",229.9
22077,"""Pointe Coupee, (LA)""",316.8
22079,"""Rapides, (LA)""",346.4
22081,"""Red River, (LA)""",258.1
22085,"""Sabine, (LA)""",286.5
22087,"""St. Bernard, (LA)""",232.7
22089,"""St. Charles, (LA)""",252.9
22091,"""St. Helena, (LA)""",272.5
22093,"""St. James, (LA)""",268.4
22095,"""St. John the Baptist, (LA)""",318.5
22097,"""St. Landry, (LA)""",332.9
22099,"""St. Martin, (LA)""",290.7
22101,"""St. Mary, (LA)""",287.5
22103,"""St. Tammany, (LA)""",216
22105,"""Tangipahoa, (LA)""",301.4
22107,"""Tensas, (LA)""",368.7
22109,"""Terrebonne, (LA)""",270.4
22113,"""Vermilion, (LA)""",321.7
22115,"""Vernon, (LA)""",320.2
22117,"""Washington, (LA)""",292.3
22121,"""West Baton Rouge, (LA)""",233.5
22125,"""West Feliciana, (LA)""",243.9
22127,"""Winn, (LA)""",322
28001,"""Adams, (MS)""",263.1
28005,"""Amite, (MS)""",323.4
28021,"""Claiborne, (MS)""",371.5
28023,"""Clarke, (MS)""",348.3
28029,"""Copiah, (MS)""",308.3
28031,"""Covington, (MS)""",342.1
28035,"""Forrest, (MS)""",281
28037,"""Franklin, (MS)""",296.7
28039,"""George, (MS)""",376.8
28041,"""Greene, (MS)""",315.1
28045,"""Hancock, (MS)""",252.2
28047,"""Harrison, (MS)""",330.1
28059,"""Jackson, (MS)""",260.7
28061,"""Jasper, (MS)""",307.1
28063,"""Jefferson, (MS)""",342.9
28065,"""Jefferson Davis, (MS)""",277
28067,"""Jones, (MS)""",298.8
28073,"""Lamar, (MS)""",225.2
28077,"""Lawrence, (MS)""",324.6
28085,"""Lincoln, (MS)""",323
28091,"""Marion, (MS)""",301.6
28109,"""Pearl River, (MS)""",279.1
28111,"""Perry, (MS)""",263.9
28113,"""Pike, (MS)""",367.2
28127,"""Simpson, (MS)""",306
28129,"""Smith, (MS)""",254.8
28131,"""Stone, (MS)""",297.1
28147,"""Walthall, (MS)""",328.7
28153,"""Wayne, (MS)""",306
28157,"""Wilkinson, (MS)""",350.5
1007,"""Bibb, (AL)""",323.6
1033,"""Colbert, (AL)""",318
1057,"""Fayette, (AL)""",322.4
1059,"""Franklin, (AL)""",315.6
1063,"""Greene, (AL)""",312.2
1065,"""Hale, (AL)""",340
1075,"""Lamar, (AL)""",281.2
1077,"""Lauderdale, (AL)""",257.5
1079,"""Lawrence, (AL)""",302.7
1091,"""Marengo, (AL)""",360.8
1093,"""Marion, (AL)""",335.3
1105,"""Perry, (AL)""",317.9
1107,"""Pickens, (AL)""",294.8
1119,"""Sumter, (AL)""",325.4
1125,"""Tuscaloosa, (AL)""",284.3
1127,"""Walker, (AL)""",467.7
1133,"""Winston, (AL)""",292.3
5001,"""Arkansas, (AR)""",325.4
5003,"""Ashley, (AR)""",299.8
5005,"""Baxter, (AR)""",236.6
5009,"""Boone, (AR)""",312
5011,"""Bradley, (AR)""",380.8
5013,"""Calhoun, (AR)""",330.5
5015,"""Carroll, (AR)""",284.5
5017,"""Chicot, (AR)""",335.5
5019,"""Clark, (AR)""",282
5021,"""Clay, (AR)""",298
5023,"""Cleburne, (AR)""",223.1
5025,"""Cleveland, (AR)""",297.5
5027,"""Columbia, (AR)""",301
5029,"""Conway, (AR)""",283.2
5031,"""Craighead, (AR)""",282.3
5035,"""Crittenden, (AR)""",280.1
5037,"""Cross, (AR)""",304.3
5039,"""Dallas, (AR)""",287.2
5041,"""Desha, (AR)""",448.8
5043,"""Drew, (AR)""",240.6
5045,"""Faulkner, (AR)""",251.1
5049,"""Fulton, (AR)""",260.9
5051,"""Garland, (AR)""",284.7
5053,"""Grant, (AR)""",265.5
5055,"""Greene, (AR)""",278.6
5059,"""Hot Spring, (AR)""",270.7
5063,"""Independence, (AR)""",329.9
5065,"""Izard, (AR)""",265.5
5067,"""Jackson, (AR)""",300.4
5069,"""Jefferson, (AR)""",325
5071,"""Johnson, (AR)""",287.2
5073,"""Lafayette, (AR)""",293.4
5075,"""Lawrence, (AR)""",288.5
5077,"""Lee, (AR)""",280.9
5079,"""Lincoln, (AR)""",317.4
5085,"""Lonoke, (AR)""",254.7
5089,"""Marion, (AR)""",295.5
5093,"""Mississippi, (AR)""",355.5
5095,"""Monroe, (AR)""",365.4
5097,"""Montgomery, (AR)""",268.3
5099,"""Nevada, (AR)""",305.7
5101,"""Newton, (AR)""",299.4
5103,"""Ouachita, (AR)""",297.1
5105,"""Perry, (AR)""",254.6
5107,"""Phillips, (AR)""",264.7
5109,"""Pike, (AR)""",307.7
5111,"""Poinsett, (AR)""",355.3
5115,"""Pope, (AR)""",256.4
5117,"""Prairie, (AR)""",268.9
5119,"""Pulaski, (AR)""",245.6
5121,"""Randolph, (AR)""",281.1
5123,"""St. Francis, (AR)""",309.2
5125,"""Saline, (AR)""",244.2
5129,"""Searcy, (AR)""",263.3
5135,"""Sharp, (AR)""",295.7
5137,"""Stone, (AR)""",221.4
5139,"""Union, (AR)""",296.6
5141,"""Van Buren, (AR)""",244
5145,"""White, (AR)""",301.5
5147,"""Woodruff, (AR)""",313.1
5149,"""Yell, (AR)""",303
17003,"""Alexander, (IL)""",287.3
17055,"""Franklin, (IL)""",235.5
17059,"""Gallatin, (IL)""",266.1
17065,"""Hamilton, (IL)""",261.6
17069,"""Hardin, (IL)""",270.3
17077,"""Jackson, (IL)""",213.1
17081,"""Jefferson, (IL)""",266.2
17087,"""Johnson, (IL)""",204.5
17127,"""Massac, (IL)""",251.6
17133,"""Monroe, (IL)""",224.1
17145,"""Perry, (IL)""",232.8
17151,"""Pope, (IL)""",222
17153,"""Pulaski, (IL)""",270
17157,"""Randolph, (IL)""",233.1
17165,"""Saline, (IL)""",257.3
17181,"""Union, (IL)""",273.5
17189,"""Washington, (IL)""",248.6
17193,"""White, (IL)""",269.7
17199,"""Williamson, (IL)""",210
18051,"""Gibson, (IN)""",242.3
18129,"""Posey, (IN)""",220.8
18163,"""Vanderburgh, (IN)""",231.4
18173,"""Warrick, (IN)""",238.3
21007,"""Ballard, (KY)""",289.3
21033,"""Caldwell, (KY)""",319.4
21035,"""Calloway, (KY)""",265.3
21039,"""Carlisle, (KY)""",249.3
21047,"""Christian, (KY)""",298.5
21055,"""Crittenden, (KY)""",358
21075,"""Fulton, (KY)""",371
21083,"""Graves, (KY)""",262.7
21101,"""Henderson, (KY)""",240.7
21105,"""Hickman, (KY)""",278.9
21107,"""Hopkins, (KY)""",306.3
21139,"""Livingston, (KY)""",250.7
21143,"""Lyon, (KY)""",247.4
21145,"""McCracken, (KY)""",258.2
21149,"""McLean, (KY)""",259.7
21157,"""Marshall, (KY)""",255.3
21219,"""Todd, (KY)""",283.6
21221,"""Trigg, (KY)""",274.1
21225,"""Union, (KY)""",262.1
21233,"""Webster, (KY)""",283.5
22013,"""Bienville, (LA)""",260.3
22015,"""Bossier, (LA)""",257.8
22027,"""Claiborne, (LA)""",264.7
22035,"""East Carroll, (LA)""",335
22041,"""Franklin, (LA)""",445.7
22049,"""Jackson, (LA)""",259.8
22061,"""Lincoln, (LA)""",229.2
22065,"""Madison, (LA)""",397
22067,"""Morehouse, (LA)""",406.3
22073,"""Ouachita, (LA)""",235.3
22083,"""Richland, (LA)""",354.5
22111,"""Union, (LA)""",223.2
22119,"""Webster, (LA)""",294.2
22123,"""West Carroll, (LA)""",340.2
28003,"""Alcorn, (MS)""",338.3
28007,"""Attala, (MS)""",291.4
28009,"""Benton, (MS)""",287.4
28011,"""Bolivar, (MS)""",381.6
28013,"""Calhoun, (MS)""",300
28015,"""Carroll, (MS)""",306
28017,"""Chickasaw, (MS)""",291.6
28019,"""Choctaw, (MS)""",287.1
28025,"""Clay, (MS)""",280.3
28027,"""Coahoma, (MS)""",330.7
28033,"""DeSoto, (MS)""",260.3
28043,"""Grenada, (MS)""",397.3
28049,"""Hinds, (MS)""",295.1
28051,"""Holmes, (MS)""",371.3
28053,"""Humphreys, (MS)""",391.8
28055,"""Issaquena, (MS)""",293.1
28057,"""Itawamba, (MS)""",315.2
28069,"""Kemper, (MS)""",292
28071,"""Lafayette, (MS)""",291.2
28075,"""Lauderdale, (MS)""",330.5
28079,"""Leake, (MS)""",284.2
28081,"""Lee, (MS)""",283.2
28083,"""Leflore, (MS)""",411.9
28087,"""Lowndes, (MS)""",282.2
28089,"""Madison, (MS)""",289
28093,"""Marshall, (MS)""",271.3
28095,"""Monroe, (MS)""",278.6
28097,"""Montgomery, (MS)""",339.4
28099,"""Neshoba, (MS)""",422.8
28101,"""Newton, (MS)""",305.9
28103,"""Noxubee, (MS)""",308.8
28105,"""Oktibbeha, (MS)""",259.4
28107,"""Panola, (MS)""",371
28115,"""Pontotoc, (MS)""",278.2
28117,"""Prentiss, (MS)""",318.2
28119,"""Quitman, (MS)""",354.7
28121,"""Rankin, (MS)""",208.1
28123,"""Scott, (MS)""",306.2
28125,"""Sharkey, (MS)""",300.8
28133,"""Sunflower, (MS)""",349.6
28135,"""Tallahatchie, (MS)""",335.4
28137,"""Tate, (MS)""",304.2
28139,"""Tippah, (MS)""",319
28141,"""Tishomingo, (MS)""",370
28143,"""Tunica, (MS)""",447.6
28145,"""Union, (MS)""",297.1
28149,"""Warren, (MS)""",301.4
28151,"""Washington, (MS)""",331.6
28155,"""Webster, (MS)""",360.9
28159,"""Winston, (MS)""",313.3
28161,"""Yalobusha, (MS)""",416.7
28163,"""Yazoo, (MS)""",258.6
29015,"""Benton, (MO)""",241
29017,"""Bollinger, (MO)""",273.9
29023,"""Butler, (MO)""",266.1
29029,"""Camden, (MO)""",187.7
29031,"""Cape Girardeau, (MO)""",266.4
29035,"""Carter, (MO)""",279.3
29043,"""Christian, (MO)""",202
29055,"""Crawford, (MO)""",344.1
29059,"""Dallas, (MO)""",235.3
29065,"""Dent, (MO)""",229.5
29067,"""Douglas, (MO)""",298.5
29069,"""Dunklin, (MO)""",360.3
29077,"""Greene, (MO)""",240.6
29085,"""Hickory, (MO)""",212.1
29091,"""Howell, (MO)""",263.2
29093,"""Iron, (MO)""",355.4
29099,"""Jefferson, (MO)""",257.8
29105,"""Laclede, (MO)""",303.2
29123,"""Madison, (MO)""",281.4
29125,"""Maries, (MO)""",248.6
29131,"""Miller, (MO)""",252.8
29133,"""Mississippi, (MO)""",352.1
29143,"""New Madrid, (MO)""",308.6
29149,"""Oregon, (MO)""",275.7
29153,"""Ozark, (MO)""",229.8
29155,"""Pemiscot, (MO)""",381.7
29157,"""Perry, (MO)""",244.4
29161,"""Phelps, (MO)""",236.1
29167,"""Polk, (MO)""",258.6
29169,"""Pulaski, (MO)""",269.4
29179,"""Reynolds, (MO)""",278.1
29181,"""Ripley, (MO)""",302.5
29186,"""Ste. Genevieve, (MO)""",247.7
29187,"""St. Francois, (MO)""",290.8
29201,"""Scott, (MO)""",271
29203,"""Shannon, (MO)""",261.8
29207,"""Stoddard, (MO)""",288.3
29209,"""Stone, (MO)""",268.7
29213,"""Taney, (MO)""",335.6
29215,"""Texas, (MO)""",278.8
29221,"""Washington, (MO)""",330.8
29223,"""Wayne, (MO)""",250.7
29225,"""Webster, (MO)""",258.9
29229,"""Wright, (MO)""",361.3
47005,"""Benton, (TN)""",335.3
47017,"""Carroll, (TN)""",382.2
47023,"""Chester, (TN)""",274.8
47033,"""Crockett, (TN)""",376.5
47039,"""Decatur, (TN)""",317.3
47043,"""Dickson, (TN)""",325.6
47045,"""Dyer, (TN)""",363.3
47047,"""Fayette, (TN)""",266.7
47053,"""Gibson, (TN)""",339.7
47069,"""Hardeman, (TN)""",296.4
47071,"""Hardin, (TN)""",357.9
47075,"""Haywood, (TN)""",300.3
47077,"""Henderson, (TN)""",303.5
47079,"""Henry, (TN)""",339.1
47081,"""Hickman, (TN)""",267.5
47083,"""Houston, (TN)""",311.9
47085,"""Humphreys, (TN)""",323.2
47095,"""Lake, (TN)""",359.9
47097,"""Lauderdale, (TN)""",336.9
47099,"""Lawrence, (TN)""",298.2
47101,"""Lewis, (TN)""",272.5
47109,"""McNairy, (TN)""",350.7
47113,"""Madison, (TN)""",279.6
47125,"""Montgomery, (TN)""",257.8
47131,"""Obion, (TN)""",311
47135,"""Perry, (TN)""",315.2
47157,"""Shelby, (TN)""",268.7
47161,"""Stewart, (TN)""",259.4
47167,"""Tipton, (TN)""",282.8
47181,"""Wayne, (TN)""",261.2
47183,"""Weakley, (TN)""",268.7
17001,"""Adams, (IL)""",223.5
17005,"""Bond, (IL)""",244.1
17007,"""Boone, (IL)""",212.2
17009,"""Brown, (IL)""",248.8
17011,"""Bureau, (IL)""",245.4
17013,"""Calhoun, (IL)""",201.2
17015,"""Carroll, (IL)""",226.5
17017,"""Cass, (IL)""",238
17019,"""Champaign, (IL)""",168.9
17021,"""Christian, (IL)""",216.6
17023,"""Clark, (IL)""",276.6
17025,"""Clay, (IL)""",265.4
17027,"""Clinton, (IL)""",248.3
17029,"""Coles, (IL)""",241.4
17031,"""Cook, (IL)""",221.4
17033,"""Crawford, (IL)""",251.1
17035,"""Cumberland, (IL)""",237.1
17037,"""DeKalb, (IL)""",208.3
17039,"""De Witt, (IL)""",228.6
17041,"""Douglas, (IL)""",201.7
17043,"""DuPage, (IL)""",174.7
17045,"""Edgar, (IL)""",266.7
17047,"""Edwards, (IL)""",279.8
17049,"""Effingham, (IL)""",232
17051,"""Fayette, (IL)""",211.9
17053,"""Ford, (IL)""",246.4
17057,"""Fulton, (IL)""",237.4
17061,"""Greene, (IL)""",246.6
17063,"""Grundy, (IL)""",214.3
17067,"""Hancock, (IL)""",233.4
17071,"""Henderson, (IL)""",248
17073,"""Henry, (IL)""",237.7
17075,"""Iroquois, (IL)""",259.7
17079,"""Jasper, (IL)""",246
17083,"""Jersey, (IL)""",271.9
17085,"""Jo Daviess, (IL)""",192.2
17089,"""Kane, (IL)""",180.2
17091,"""Kankakee, (IL)""",260.6
17093,"""Kendall, (IL)""",163
17095,"""Knox, (IL)""",236.5
17097,"""Lake, (IL)""",165.2
17099,"""LaSalle, (IL)""",245.4
17101,"""Lawrence, (IL)""",232.8
17103,"""Lee, (IL)""",233.3
17105,"""Livingston, (IL)""",248
17107,"""Logan, (IL)""",213.1
17109,"""McDonough, (IL)""",253.6
17111,"""McHenry, (IL)""",194.8
17113,"""McLean, (IL)""",196
17115,"""Macon, (IL)""",218.9
17117,"""Macoupin, (IL)""",251.4
17119,"""Madison, (IL)""",271.7
17121,"""Marion, (IL)""",289.7
17123,"""Marshall, (IL)""",242
17125,"""Mason, (IL)""",220.8
17129,"""Menard, (IL)""",208.5
17131,"""Mercer, (IL)""",231.8
17135,"""Montgomery, (IL)""",222.2
17137,"""Morgan, (IL)""",286.2
17139,"""Moultrie, (IL)""",224.6
17141,"""Ogle, (IL)""",229.9
17143,"""Peoria, (IL)""",222.2
17147,"""Piatt, (IL)""",199.6
17149,"""Pike, (IL)""",233.4
17155,"""Putnam, (IL)""",244.7
17159,"""Richland, (IL)""",234.5
17161,"""Rock Island, (IL)""",228
17163,"""St. Clair, (IL)""",262.2
17167,"""Sangamon, (IL)""",214.5
17169,"""Schuyler, (IL)""",237
17171,"""Scott, (IL)""",246.7
17173,"""Shelby, (IL)""",225.4
17175,"""Stark, (IL)""",232.9
17177,"""Stephenson, (IL)""",191.3
17179,"""Tazewell, (IL)""",212.1
17183,"""Vermilion, (IL)""",255.6
17185,"""Wabash, (IL)""",209.5
17187,"""Warren, (IL)""",252
17191,"""Wayne, (IL)""",274
17195,"""Whiteside, (IL)""",234.3
17197,"""Will, (IL)""",213
17201,"""Winnebago, (IL)""",237.1
17203,"""Woodford, (IL)""",215.7
18007,"""Benton, (IN)""",230.9
18045,"""Fountain, (IN)""",243.8
18083,"""Knox, (IN)""",245.9
18089,"""Lake, (IN)""",253.8
18111,"""Newton, (IN)""",257.8
18121,"""Parke, (IN)""",225.4
18125,"""Pike, (IN)""",241.6
18153,"""Sullivan, (IN)""",278.1
18165,"""Vermillion, (IN)""",306.6
18167,"""Vigo, (IN)""",294.4
18171,"""Warren, (IN)""",227.5
19005,"""Allamakee, (IA)""",244.3
19007,"""Appanoose, (IA)""",247
19011,"""Benton, (IA)""",197.9
19013,"""Black Hawk, (IA)""",232.3
19017,"""Bremer, (IA)""",222.4
19019,"""Buchanan, (IA)""",222.9
19023,"""Butler, (IA)""",240.4
19031,"""Cedar, (IA)""",188.4
19033,"""Cerro Gordo, (IA)""",237.5
19037,"""Chickasaw, (IA)""",256.8
19043,"""Clayton, (IA)""",190.2
19045,"""Clinton, (IA)""",229.6
19051,"""Davis, (IA)""",246.4
19055,"""Delaware, (IA)""",196.9
19057,"""Des Moines, (IA)""",232
19061,"""Dubuque, (IA)""",213.2
19065,"""Fayette, (IA)""",241.4
19067,"""Floyd, (IA)""",263.2
19069,"""Franklin, (IA)""",237.7
19075,"""Grundy, (IA)""",242.4
19083,"""Hardin, (IA)""",225.1
19087,"""Henry, (IA)""",237
19089,"""Howard, (IA)""",319.4
19095,"""Iowa, (IA)""",197.4
19097,"""Jackson, (IA)""",231.5
19099,"""Jasper, (IA)""",194.3
19101,"""Jefferson, (IA)""",235.3
19103,"""Johnson, (IA)""",186.5
19105,"""Jones, (IA)""",199
19107,"""Keokuk, (IA)""",228.6
19111,"""Lee, (IA)""",249.8
19113,"""Linn, (IA)""",186.8
19115,"""Louisa, (IA)""",207.7
19117,"""Lucas, (IA)""",245.5
19123,"""Mahaska, (IA)""",246.3
19125,"""Marion, (IA)""",226.3
19127,"""Marshall, (IA)""",268.4
19131,"""Mitchell, (IA)""",268.5
19135,"""Monroe, (IA)""",248.7
19139,"""Muscatine, (IA)""",206.7
19153,"""Polk, (IA)""",209.2
19157,"""Poweshiek, (IA)""",209.1
19163,"""Scott, (IA)""",217.9
19169,"""Story, (IA)""",172
19171,"""Tama, (IA)""",230.3
19177,"""Van Buren, (IA)""",252.8
19179,"""Wapello, (IA)""",245.5
19181,"""Warren, (IA)""",230.9
19183,"""Washington, (IA)""",206.4
19185,"""Wayne, (IA)""",249.6
19191,"""Winneshiek, (IA)""",195.8
19195,"""Worth, (IA)""",196.5
27039,"""Dodge, (MN)""",194.6
27045,"""Fillmore, (MN)""",206.7
27047,"""Freeborn, (MN)""",197.7
27049,"""Goodhue, (MN)""",187.9
27055,"""Houston, (MN)""",189.5
27099,"""Mower, (MN)""",197.8
27109,"""Olmsted, (MN)""",164.7
27131,"""Rice, (MN)""",175.7
27147,"""Steele, (MN)""",191.1
27157,"""Wabasha, (MN)""",172.7
27161,"""Waseca, (MN)""",189.9
27169,"""Winona, (MN)""",189.2
29001,"""Adair, (MO)""",248
29007,"""Audrain, (MO)""",255.5
29019,"""Boone, (MO)""",201
29027,"""Callaway, (MO)""",217.1
29033,"""Carroll, (MO)""",257
29041,"""Chariton, (MO)""",255.5
29045,"""Clark, (MO)""",263.4
29051,"""Cole, (MO)""",210.8
29053,"""Cooper, (MO)""",284
29071,"""Franklin, (MO)""",245.5
29073,"""Gasconade, (MO)""",236.2
29079,"""Grundy, (MO)""",235.9
29089,"""Howard, (MO)""",260.9
29103,"""Knox, (MO)""",255.2
29111,"""Lewis, (MO)""",280
29113,"""Lincoln, (MO)""",227.8
29115,"""Linn, (MO)""",268.1
29117,"""Livingston, (MO)""",219.1
29121,"""Macon, (MO)""",261.3
29127,"""Marion, (MO)""",259.3
29129,"""Mercer, (MO)""",243.5
29135,"""Moniteau, (MO)""",245.2
29137,"""Monroe, (MO)""",251.6
29139,"""Montgomery, (MO)""",297.4
29141,"""Morgan, (MO)""",278.1
29151,"""Osage, (MO)""",219.5
29159,"""Pettis, (MO)""",265.7
29163,"""Pike, (MO)""",247.3
29171,"""Putnam, (MO)""",237.9
29173,"""Ralls, (MO)""",242.2
29175,"""Randolph, (MO)""",283.9
29183,"""St. Charles, (MO)""",190.7
29189,"""St. Louis County, (MO)""",231.9
29195,"""Saline, (MO)""",258
29197,"""Schuyler, (MO)""",226.8
29199,"""Scotland, (MO)""",232.2
29205,"""Shelby, (MO)""",277.4
29211,"""Sullivan, (MO)""",256.8
29219,"""Warren, (MO)""",209.3
29510,"""St. Louis City, (MO)""",284.6
55001,"""Adams, (WI)""",197.6
55009,"""Brown, (WI)""",213.5
55011,"""Buffalo, (WI)""",212
55015,"""Calumet, (WI)""",203.4
55021,"""Columbia, (WI)""",198.8
55023,"""Crawford, (WI)""",191.5
55025,"""Dane, (WI)""",160.5
55027,"""Dodge, (WI)""",216.3
55039,"""Fond du Lac, (WI)""",204.8
55043,"""Grant, (WI)""",200.3
55045,"""Green, (WI)""",190.2
55047,"""Green Lake, (WI)""",243
55049,"""Iowa, (WI)""",186.8
55053,"""Jackson, (WI)""",208.6
55055,"""Jefferson, (WI)""",208.2
55057,"""Juneau, (WI)""",202.6
55059,"""Kenosha, (WI)""",230.8
55061,"""Kewaunee, (WI)""",194.3
55063,"""La Crosse, (WI)""",185.5
55065,"""Lafayette, (WI)""",189.1
55071,"""Manitowoc, (WI)""",209.1
55077,"""Marquette, (WI)""",193.4
55079,"""Milwaukee, (WI)""",243.4
55081,"""Monroe, (WI)""",201.8
55087,"""Outagamie, (WI)""",199.1
55089,"""Ozaukee, (WI)""",184.9
55091,"""Pepin, (WI)""",202.6
55097,"""Portage, (WI)""",188.3
55101,"""Racine, (WI)""",229.7
55103,"""Richland, (WI)""",200.4
55105,"""Rock, (WI)""",222.6
55111,"""Sauk, (WI)""",199.3
55117,"""Sheboygan, (WI)""",216
55121,"""Trempealeau, (WI)""",215.4
55123,"""Vernon, (WI)""",199.2
55127,"""Walworth, (WI)""",210
55131,"""Washington, (WI)""",193.1
55133,"""Waukesha, (WI)""",166.9
55135,"""Waupaca, (WI)""",235.2
55137,"""Waushara, (WI)""",211.8
55139,"""Winnebago, (WI)""",179.6
55141,"""Wood, (WI)""",195
1001,"""Autauga, (AL)""",263.9
1009,"""Blount, (AL)""",283.6
1015,"""Calhoun, (AL)""",370.3
1017,"""Chambers, (AL)""",269.2
1019,"""Cherokee, (AL)""",279.3
1021,"""Chilton, (AL)""",308.5
1027,"""Clay, (AL)""",327.5
1029,"""Cleburne, (AL)""",340.8
1037,"""Coosa, (AL)""",273.2
1043,"""Cullman, (AL)""",341.2
1047,"""Dallas, (AL)""",381
1049,"""DeKalb, (AL)""",310.5
1051,"""Elmore, (AL)""",323.7
1055,"""Etowah, (AL)""",325.6
1071,"""Jackson, (AL)""",334.4
1073,"""Jefferson, (AL)""",271.3
1081,"""Lee, (AL)""",225
1083,"""Limestone, (AL)""",289
1085,"""Lowndes, (AL)""",336.8
1087,"""Macon, (AL)""",347.5
1089,"""Madison, (AL)""",259.8
1095,"""Marshall, (AL)""",302.1
1101,"""Montgomery, (AL)""",253.4
1103,"""Morgan, (AL)""",307.8
1111,"""Randolph, (AL)""",340.9
1113,"""Russell, (AL)""",259.5
1115,"""St. Clair, (AL)""",273.7
1117,"""Shelby, (AL)""",206.1
1121,"""Talladega, (AL)""",341.2
1123,"""Tallapoosa, (AL)""",304.6
13015,"""Bartow, (GA)""",276.7
13035,"""Butts, (GA)""",252.2
13045,"""Carroll, (GA)""",271.6
13047,"""Catoosa, (GA)""",249.1
13053,"""Chattahoochee, (GA)""",210.5
13055,"""Chattooga, (GA)""",322.8
13057,"""Cherokee, (GA)""",201.3
13063,"""Clayton, (GA)""",265.6
13067,"""Cobb, (GA)""",198.1
13077,"""Coweta, (GA)""",222.2
13079,"""Crawford, (GA)""",307.3
13083,"""Dade, (GA)""",292.3
13085,"""Dawson, (GA)""",203.3
13089,"""DeKalb, (GA)""",181.8
13097,"""Douglas, (GA)""",265.5
13111,"""Fannin, (GA)""",224.1
13113,"""Fayette, (GA)""",173.6
13115,"""Floyd, (GA)""",314.1
13117,"""Forsyth, (GA)""",167.1
13121,"""Fulton, (GA)""",201.9
13123,"""Gilmer, (GA)""",236
13129,"""Gordon, (GA)""",290.5
13135,"""Gwinnett, (GA)""",171
13143,"""Haralson, (GA)""",305.1
13145,"""Harris, (GA)""",222.5
13149,"""Heard, (GA)""",251.5
13151,"""Henry, (GA)""",245.5
13171,"""Lamar, (GA)""",269.6
13187,"""Lumpkin, (GA)""",207
13193,"""Macon, (GA)""",316.8
13197,"""Marion, (GA)""",296
13199,"""Meriwether, (GA)""",316
13207,"""Monroe, (GA)""",254.7
13213,"""Murray, (GA)""",261.3
13215,"""Muscogee, (GA)""",322
13223,"""Paulding, (GA)""",250.6
13227,"""Pickens, (GA)""",240.8
13231,"""Pike, (GA)""",248.8
13233,"""Polk, (GA)""",323.6
13247,"""Rockdale, (GA)""",219.2
13249,"""Schley, (GA)""",233
13255,"""Spalding, (GA)""",267.4
13263,"""Talbot, (GA)""",299.8
13269,"""Taylor, (GA)""",311.3
13285,"""Troup, (GA)""",313.3
13291,"""Union, (GA)""",219.6
13293,"""Upson, (GA)""",370.1
13295,"""Walker, (GA)""",326.7
13313,"""Whitfield, (GA)""",249.3
18025,"""Crawford, (IN)""",252.3
18037,"""Dubois, (IN)""",244.4
18043,"""Floyd, (IN)""",230.4
18061,"""Harrison, (IN)""",218.1
18123,"""Perry, (IN)""",252.7
18147,"""Spencer, (IN)""",247.1
21001,"""Adair, (KY)""",292.6
21003,"""Allen, (KY)""",260.1
21005,"""Anderson, (KY)""",230.1
21009,"""Barren, (KY)""",275.4
21017,"""Bourbon, (KY)""",265.5
21021,"""Boyle, (KY)""",242.4
21027,"""Breckinridge, (KY)""",219.1
21029,"""Bullitt, (KY)""",190.6
21031,"""Butler, (KY)""",250.9
21045,"""Casey, (KY)""",251.7
21049,"""Clark, (KY)""",297.8
21053,"""Clinton, (KY)""",268.7
21057,"""Cumberland, (KY)""",309.7
21059,"""Daviess, (KY)""",249.2
21061,"""Edmonson, (KY)""",249.9
21065,"""Estill, (KY)""",330.1
21067,"""Fayette, (KY)""",191.1
21073,"""Franklin, (KY)""",239.8
21079,"""Garrard, (KY)""",230.9
21085,"""Grayson, (KY)""",244.5
21087,"""Green, (KY)""",287.2
21091,"""Hancock, (KY)""",255.8
21093,"""Hardin, (KY)""",197.3
21099,"""Hart, (KY)""",267.4
21109,"""Jackson, (KY)""",346.2
21111,"""Jefferson, (KY)""",224.8
21113,"""Jessamine, (KY)""",193
21123,"""Larue, (KY)""",234.6
21125,"""Laurel, (KY)""",292
21137,"""Lincoln, (KY)""",257.2
21141,"""Logan, (KY)""",245.1
21147,"""McCreary, (KY)""",315.6
21151,"""Madison, (KY)""",251.1
21155,"""Marion, (KY)""",244.5
21163,"""Meade, (KY)""",235.4
21167,"""Mercer, (KY)""",244.6
21169,"""Metcalfe, (KY)""",304.9
21171,"""Monroe, (KY)""",331.3
21173,"""Montgomery, (KY)""",301.8
21177,"""Muhlenberg, (KY)""",303.5
21179,"""Nelson, (KY)""",223.9
21181,"""Nicholas, (KY)""",305
21183,"""Ohio, (KY)""",290.7
21199,"""Pulaski, (KY)""",274.7
21203,"""Rockcastle, (KY)""",287.5
21207,"""Russell, (KY)""",276.2
21209,"""Scott, (KY)""",296.6
21211,"""Shelby, (KY)""",195.9
21213,"""Simpson, (KY)""",266.6
21215,"""Spencer, (KY)""",221
21217,"""Taylor, (KY)""",283.8
21227,"""Warren, (KY)""",247.8
