FIPS,air_quality_annual_PM2p5,median_household_income,percent_diagnosed_diabetes,percent_EDU_less_col,percent_EDU_less_HS,percent_food_stamp,percent_high_BP,percent_high_chol,percent_obisity,percent_phys_inactivity,percent_poverty,percent_somker_status,unemployment_rate
26165,6.6,57000.0,9.9,80.3,10.1,14.7,37.4,37.3,34.0,24.0,11.4,20.8,6.0
39001,8.7,42000.0,11.1,84.5,17.5,18.7,41.0,37.2,33.8,29.8,20.6,28.1,6.3
39003,8.0,53000.0,11.4,81.3,9.4,11.3,36.2,31.6,36.5,29.8,12.9,21.6,5.7
39005,8.9,56000.0,7.2,78.0,9.9,7.0,35.7,33.4,26.1,24.4,11.4,22.2,4.3
39007,9.1,51000.0,9.7,85.1,13.9,17.5,38.7,36.7,39.6,26.9,16.5,26.0,5.5
39009,6.5,42000.0,9.9,68.2,9.6,13.1,30.1,26.8,28.5,23.6,22.0,23.0,5.6
39011,9.5,69000.0,8.0,80.8,6.9,5.7,36.7,32.5,38.9,23.4,5.9,20.9,3.7
39013,8.3,51000.0,10.4,83.8,9.0,11.5,36.0,35.1,32.7,29.8,12.7,23.1,6.1
39015,9.1,58000.0,10.4,85.7,12.2,12.2,38.2,35.1,30.9,27.2,13.6,25.5,5.3
39017,11.6,69000.0,9.6,68.7,8.4,8.7,32.7,31.2,31.6,22.2,10.1,19.0,4.5
39019,9.5,52000.0,8.7,86.8,11.1,9.2,38.0,34.3,30.6,25.0,11.6,23.5,5.7
39021,9.1,64000.0,9.8,84.1,8.8,9.4,37.3,33.2,34.2,23.9,10.1,23.5,4.4
39023,8.4,55000.0,10.1,81.1,11.1,15.7,39.7,36.6,37.0,25.9,14.3,22.5,5.3
39025,9.7,73000.0,10.0,71.1,10.2,6.2,34.8,33.0,33.4,27.1,9.2,20.6,4.3
39027,9.1,54000.0,8.6,80.0,9.9,13.0,35.7,33.7,31.4,27.6,11.3,23.7,5.5
39029,10.0,49000.0,10.7,85.5,10.8,14.2,38.9,34.2,33.4,28.5,13.9,25.5,5.7
39031,8.8,48000.0,9.3,85.1,14.4,15.9,38.7,34.4,34.5,28.8,14.9,25.7,5.8
39033,8.8,46000.0,9.6,84.7,9.6,13.9,39.7,37.4,35.4,24.9,12.1,24.5,5.8
39035,10.7,55000.0,9.0,66.5,9.5,18.1,35.4,32.2,34.2,25.1,15.3,20.2,6.5
39037,9.5,58000.0,10.7,84.6,9.6,6.7,36.8,35.5,30.2,24.3,10.2,23.4,3.9
39039,9.3,62000.0,8.9,81.6,8.0,8.7,36.0,33.0,35.5,25.1,8.5,20.4,4.7
39041,9.0,114000.0,8.2,44.5,3.2,2.5,29.2,30.2,28.7,18.4,3.7,14.5,3.6
39043,9.0,66000.0,10.1,75.1,7.8,11.4,39.3,36.1,37.8,25.3,10.9,19.6,6.3
39045,9.0,75000.0,8.9,71.0,6.7,9.3,34.8,32.2,34.3,26.0,7.5,20.3,4.3
39047,8.8,50000.0,9.8,84.8,16.1,15.3,39.1,34.4,38.2,30.4,13.8,26.1,4.8
39049,8.7,63000.0,10.3,59.6,8.9,11.9,31.3,29.5,33.0,23.9,15.4,19.5,5.0
39051,9.3,61000.0,8.7,83.0,7.3,6.7,34.7,32.3,31.3,23.7,8.3,21.5,4.7
39053,8.9,51000.0,10.8,82.6,13.9,21.5,38.4,33.8,38.7,29.0,16.1,26.2,5.6
39055,9.7,85000.0,7.5,62.2,9.6,2.9,36.1,35.8,30.0,21.2,6.2,17.7,4.1
39057,7.9,72000.0,9.3,60.3,6.0,6.7,32.9,31.1,33.9,21.3,9.0,17.2,4.3
39059,8.7,46000.0,11.1,84.9,15.2,13.1,38.5,34.8,31.7,26.1,13.5,26.4,5.6
39061,10.2,64000.0,9.9,61.1,8.2,12.2,34.0,29.1,29.8,23.6,12.7,20.5,4.9
39063,9.0,61000.0,9.0,72.4,6.9,6.8,32.0,33.2,26.3,21.6,9.3,20.0,4.1
39065,9.0,45000.0,11.0,84.0,9.8,9.8,35.5,32.2,32.9,28.4,15.1,22.8,5.2
39067,9.1,49000.0,7.8,87.6,12.3,14.3,40.8,35.4,27.9,23.1,13.7,25.2,6.2
39069,9.3,65000.0,9.2,82.4,6.5,5.5,35.7,33.0,28.9,18.9,8.0,21.0,5.2
39071,8.9,57000.0,10.3,86.2,15.7,14.4,38.7,34.8,36.2,26.8,14.9,27.3,5.6
39073,8.4,54000.0,8.6,86.1,11.7,16.9,37.4,35.1,32.5,29.7,14.7,25.1,4.8
39075,9.2,68000.0,6.6,89.6,43.9,2.6,34.2,32.5,27.3,19.5,8.4,27.9,2.8
39077,8.9,62000.0,7.1,85.3,10.8,12.1,34.7,32.5,30.3,22.2,9.8,24.2,5.8
39079,8.7,50000.0,12.2,85.2,13.6,18.4,39.6,36.0,38.9,30.0,15.9,27.8,6.1
39081,12.2,50000.0,9.7,82.5,8.5,19.3,39.9,34.5,34.9,31.7,15.3,24.0,6.5
39083,8.6,68000.0,9.7,77.4,8.3,8.8,34.5,31.3,33.8,23.5,10.9,19.9,4.0
39085,7.0,70000.0,8.6,71.7,7.4,6.7,34.1,33.7,30.0,20.4,7.9,18.1,5.1
39087,6.7,47000.0,14.1,84.2,12.3,19.7,40.8,36.1,37.7,34.2,19.8,25.2,5.1
39089,8.9,69000.0,11.1,72.4,7.5,9.4,35.1,33.0,30.4,25.5,9.8,20.3,4.1
39091,9.1,62000.0,7.6,82.9,7.5,11.0,37.3,34.1,31.2,27.9,10.1,23.4,4.1
39093,7.1,60000.0,11.5,74.7,10.0,11.4,35.1,32.6,36.6,25.7,11.9,20.5,5.8
39095,8.8,52000.0,11.1,73.3,10.3,16.6,35.7,31.2,34.9,26.8,17.5,21.7,6.2
39097,9.1,73000.0,10.6,81.9,12.6,9.0,34.9,31.7,28.7,24.9,9.5,22.6,3.8
39099,8.2,49000.0,11.9,75.4,8.9,18.1,37.6,34.5,36.5,29.7,15.8,21.7,6.3
39101,8.9,52000.0,10.4,87.1,10.1,15.2,40.1,35.2,35.6,28.3,14.3,25.8,4.7
39103,7.7,80000.0,9.2,66.1,5.3,5.0,33.7,32.8,27.8,21.1,5.9,17.7,4.3
39105,8.7,45000.0,12.9,87.9,16.0,20.9,40.8,37.2,32.6,30.9,18.8,27.4,6.6
39107,9.4,70000.0,8.5,80.6,7.8,4.2,33.9,32.4,30.7,23.4,5.5,20.4,3.1
39109,9.6,64000.0,9.1,77.4,8.1,6.5,35.0,33.1,35.4,19.5,8.0,21.6,4.3
39111,8.3,49000.0,7.3,87.9,9.8,12.1,41.0,37.7,26.7,25.1,14.6,23.6,7.3
39113,9.0,55000.0,11.0,71.7,9.5,12.7,37.2,33.0,33.5,26.7,14.7,20.5,5.6
39115,8.4,46000.0,8.3,89.6,14.1,15.2,42.1,35.8,33.2,25.8,15.0,26.6,6.2
39117,8.7,68000.0,10.5,85.3,11.7,8.6,37.6,33.8,37.2,29.1,9.0,24.2,4.5
39119,8.7,52000.0,9.6,82.5,11.3,18.6,38.6,34.8,37.2,27.3,15.0,23.2,5.1
39121,8.5,53000.0,8.6,89.0,16.6,8.7,45.0,39.9,33.8,26.0,15.0,24.1,6.8
39123,9.3,66000.0,7.1,76.1,8.0,7.7,38.0,36.4,27.8,25.2,7.7,19.3,6.1
39125,9.1,62000.0,10.4,84.1,10.1,9.0,36.3,34.0,27.3,23.9,9.3,22.7,4.3
39127,8.5,56000.0,8.2,87.0,12.5,16.9,39.5,35.8,26.3,30.0,13.1,26.0,5.6
39129,9.0,64000.0,8.5,81.4,13.0,10.4,35.5,31.3,35.6,20.8,12.5,23.2,4.5
39131,8.6,46000.0,15.0,85.8,16.1,23.6,40.4,37.1,35.9,31.7,17.4,27.6,6.3
39133,7.1,64000.0,9.0,70.1,7.5,7.6,32.7,32.1,31.8,23.3,9.9,19.3,4.7
39135,7.5,61000.0,8.7,81.8,9.5,9.2,35.9,34.7,31.5,24.7,8.8,21.9,4.1
39137,9.2,72000.0,6.9,76.8,6.1,5.6,34.0,31.4,32.3,23.5,6.5,18.8,3.4
39139,8.8,52000.0,10.4,82.2,12.1,14.3,38.5,34.8,36.7,30.4,12.7,24.5,5.6
39141,8.8,50000.0,11.5,83.8,11.1,18.0,39.1,31.4,40.0,29.5,15.0,26.9,4.8
39143,9.2,60000.0,9.9,83.5,8.5,8.3,35.9,32.2,34.1,21.9,10.4,22.4,5.2
39145,8.5,44000.0,12.2,84.4,14.3,24.1,39.3,37.2,36.9,30.6,22.8,28.2,6.2
39147,9.0,58000.0,10.7,82.7,7.9,10.8,36.1,32.4,34.8,24.0,10.4,22.8,4.7
39149,9.4,68000.0,6.8,80.7,10.4,6.7,34.5,32.1,24.8,21.3,9.3,22.5,4.2
39151,9.5,57000.0,9.4,76.5,7.9,11.7,34.6,31.9,33.9,25.2,13.2,21.1,5.2
39153,10.3,61000.0,9.5,67.2,7.9,13.1,34.7,30.4,32.2,24.7,12.1,20.7,5.4
39155,7.5,49000.0,9.8,80.8,10.6,14.5,36.3,33.9,33.5,28.0,15.8,24.2,6.4
39157,9.4,58000.0,9.4,82.1,12.9,10.3,37.9,31.8,36.2,23.1,11.6,24.3,4.6
39159,9.0,92000.0,8.1,64.5,5.7,4.1,29.2,29.0,32.5,23.4,5.0,18.2,3.5
39161,9.3,58000.0,10.9,82.8,7.8,7.2,37.0,35.1,36.1,23.1,7.4,20.7,3.9
39163,8.4,50000.0,11.9,87.2,21.1,22.8,40.4,37.7,36.3,34.3,16.1,29.8,6.2
39165,10.1,91000.0,8.8,56.3,5.9,3.1,29.8,31.7,28.3,19.8,5.2,16.1,4.0
39167,8.7,53000.0,11.5,81.3,9.4,11.9,38.6,32.8,31.3,27.3,13.4,22.5,5.5
39169,9.7,68000.0,8.2,77.5,13.2,8.4,34.7,33.2,36.3,22.7,9.0,21.6,3.6
39171,9.1,52000.0,11.1,84.9,8.6,9.3,35.7,32.2,32.1,22.3,10.3,22.5,4.3
39173,9.5,68000.0,11.7,65.7,5.1,5.0,31.2,29.4,36.0,23.6,9.9,18.9,4.3
39175,8.9,64000.0,10.2,80.7,7.3,6.9,38.9,35.0,34.1,22.6,7.0,21.6,3.5
54007,7.3,48000.0,9.1,86.0,18.1,20.2,46.1,39.5,31.2,25.2,17.8,25.9,6.7
54011,8.2,44000.0,10.6,72.9,11.8,17.1,40.6,33.9,34.8,23.9,19.9,21.9,4.6
54013,7.7,42000.0,8.0,87.8,17.2,21.1,48.3,40.4,30.1,22.4,20.0,25.6,10.3
54015,7.6,37000.0,8.9,89.7,22.2,31.0,47.2,41.6,26.4,24.0,23.3,28.4,7.7
54017,7.5,50000.0,10.0,83.4,17.9,13.8,43.7,39.4,30.8,21.3,17.0,24.1,4.1
54021,7.4,42000.0,9.0,83.0,15.8,14.1,40.6,34.5,23.4,19.4,23.0,22.4,6.9
54035,8.5,52000.0,13.2,82.0,11.3,16.8,44.3,39.9,37.5,21.6,14.2,23.1,5.7
54051,9.1,54000.0,10.7,81.4,7.6,14.9,44.3,40.2,37.1,25.7,13.7,21.8,6.2
54053,8.8,44000.0,11.9,83.0,13.7,19.4,45.8,40.1,37.8,33.0,17.1,22.5,5.5
54069,8.2,41000.0,8.9,68.4,7.2,15.7,41.6,38.0,30.7,23.6,18.1,18.9,5.1
54073,8.1,55000.0,8.1,89.3,11.0,13.1,42.3,37.0,27.9,19.6,13.0,23.5,7.2
54079,8.7,69000.0,8.9,73.7,7.7,10.7,39.9,37.9,37.2,22.8,9.9,18.3,4.2
54085,7.8,45000.0,8.9,88.2,16.4,17.9,47.2,41.3,31.6,23.6,16.4,23.9,5.6
54087,8.0,42000.0,11.1,87.0,18.7,22.3,46.3,40.7,31.8,24.4,20.7,25.7,8.5
54095,7.9,47000.0,9.1,83.8,10.6,15.6,45.9,40.5,32.7,25.5,14.4,22.3,8.0
54103,7.8,47000.0,10.2,87.4,13.4,19.4,44.7,39.2,36.1,21.8,15.9,23.1,6.7
54105,7.9,50000.0,7.6,89.4,16.9,20.4,46.7,40.4,28.2,21.5,18.0,26.6,7.6
54107,7.9,47000.0,11.1,78.0,9.1,18.1,44.2,38.3,37.7,27.9,14.4,22.0,5.3
12011,9.1,64000.0,8.8,66.9,10.6,12.1,31.7,32.1,26.5,23.0,11.0,15.5,4.9
12085,6.9,73000.0,7.1,66.5,8.6,7.3,35.7,36.3,18.2,22.1,11.1,15.0,3.6
12086,7.7,59000.0,7.7,69.3,18.2,20.6,31.9,31.3,23.9,24.1,15.0,14.6,5.2
12099,6.2,68000.0,8.0,62.9,11.2,10.1,34.0,33.0,23.3,21.8,12.0,15.0,4.3
12111,6.8,59000.0,8.9,77.5,12.7,13.1,37.8,34.6,28.0,23.8,13.8,17.8,4.9
24037,8.0,105000.0,10.5,68.0,9.6,10.1,34.1,34.0,35.1,22.2,7.3,15.3,4.5
24039,7.5,52000.0,12.0,84.2,16.5,20.6,42.6,35.2,37.1,31.2,22.2,19.2,7.6
24047,7.5,62000.0,9.5,70.2,7.8,10.2,42.6,39.9,31.4,22.9,11.7,14.3,8.2
37001,9.2,53000.0,9.6,74.7,12.5,13.4,36.3,34.4,36.1,25.0,15.1,18.4,4.8
37007,8.4,41000.0,9.0,88.9,18.9,21.8,42.6,35.8,23.4,23.7,20.7,22.5,6.3
37013,7.3,50000.0,9.2,79.3,11.7,18.0,41.8,37.7,22.8,22.0,18.1,18.9,4.8
37015,7.3,42000.0,9.8,85.5,21.2,23.9,47.4,37.7,25.4,23.3,22.8,22.7,5.9
37017,7.9,44000.0,10.0,81.8,16.8,19.6,43.9,38.3,24.6,22.7,21.6,21.3,5.8
37019,7.0,64000.0,8.2,70.5,8.0,9.6,41.0,41.7,27.3,20.1,11.2,15.8,6.0
37025,9.7,80000.0,8.9,66.5,9.4,9.7,32.4,33.2,32.5,21.4,8.0,16.2,4.4
37029,6.9,72000.0,7.4,80.1,12.6,6.5,35.8,35.4,21.8,18.8,7.4,18.9,3.9
37031,6.6,63000.0,8.6,71.5,7.9,8.6,37.5,38.5,30.0,23.3,9.3,15.9,4.1
37033,8.8,48000.0,7.6,84.2,17.9,17.7,41.9,37.3,22.2,19.0,15.4,20.3,5.3
37037,9.5,75000.0,7.2,56.3,10.9,6.9,35.8,36.4,26.5,15.4,9.6,14.0,3.6
37041,7.0,45000.0,8.6,78.3,16.1,17.8,43.4,38.4,24.1,20.5,17.3,19.0,4.9
37047,7.6,41000.0,9.2,87.1,16.0,20.1,42.6,37.1,24.3,25.0,21.3,22.1,6.3
37049,7.2,54000.0,9.4,75.0,11.1,12.8,35.2,33.4,27.0,21.6,13.2,17.0,4.7
37051,8.6,49000.0,11.8,74.4,8.5,18.9,32.7,29.0,31.5,27.0,18.5,19.5,6.9
37053,7.0,73000.0,7.4,74.8,9.1,6.4,34.4,35.4,21.3,19.7,9.6,17.1,4.1
37055,7.2,73000.0,7.9,61.7,5.6,5.9,35.7,37.8,23.2,19.6,8.8,14.5,6.0
37057,8.9,56000.0,10.3,81.1,15.1,13.8,37.5,36.7,36.3,23.8,12.0,19.6,4.5
37059,9.1,65000.0,7.5,75.7,10.2,10.2,36.0,37.2,23.1,20.6,9.6,17.5,4.3
37061,7.9,50000.0,8.9,85.4,21.3,14.6,39.7,36.0,25.1,23.6,18.3,20.2,4.4
37063,9.5,66000.0,7.6,50.5,10.4,11.3,30.9,29.1,32.0,23.4,11.7,14.4,4.1
37065,8.3,45000.0,10.2,83.8,17.0,27.9,45.9,37.0,23.7,22.7,24.1,21.4,8.5
37067,7.2,56000.0,10.3,66.1,11.0,13.3,33.6,33.1,34.6,22.6,13.0,16.3,4.9
37069,9.1,55000.0,11.1,78.8,13.5,12.2,37.4,35.7,30.8,28.3,12.0,18.7,4.7
37073,7.3,58000.0,8.6,87.5,11.1,13.4,41.3,37.3,22.6,22.0,13.2,19.5,4.3
37077,9.3,53000.0,8.4,76.2,13.9,10.6,37.6,35.2,24.3,22.6,15.0,19.0,4.0
37079,8.0,48000.0,8.7,89.6,23.7,18.4,39.8,34.5,21.6,21.2,21.3,22.6,4.1
37081,8.4,56000.0,9.7,63.4,10.4,14.7,33.9,32.6,33.4,22.4,13.3,16.1,5.6
37083,8.2,41000.0,10.1,85.3,20.9,26.0,47.7,37.9,27.7,24.1,23.9,23.7,7.5
37085,9.3,56000.0,10.8,77.9,11.9,13.1,32.9,31.5,33.6,20.6,14.4,19.0,5.3
37091,7.5,47000.0,10.6,84.0,15.9,23.0,44.5,35.2,24.6,22.8,20.7,21.1,6.5
37093,8.6,54000.0,9.7,81.6,12.5,16.9,34.0,31.0,25.9,24.4,15.0,21.0,6.4
37095,6.4,46000.0,8.0,89.5,21.6,14.5,42.7,38.1,22.9,19.0,20.0,22.3,6.5
37101,7.6,64000.0,10.5,76.0,11.8,11.6,34.0,33.9,29.8,26.7,11.4,18.1,4.2
37103,7.1,45000.0,8.2,85.8,17.7,19.2,45.0,39.2,21.6,21.4,18.3,21.9,4.2
37105,9.0,57000.0,8.2,79.5,14.9,15.8,35.6,33.8,28.1,25.0,15.4,18.9,5.4
37107,7.8,41000.0,8.3,84.5,18.9,22.7,43.3,36.3,28.5,26.5,17.2,21.4,5.0
37117,7.4,42000.0,10.3,84.9,16.8,19.8,45.7,38.6,22.6,21.3,20.1,21.0,5.5
37123,6.5,49000.0,8.5,83.7,18.3,14.5,38.3,36.4,23.6,18.8,16.0,19.7,4.7
37125,8.7,69000.0,7.9,61.3,7.6,9.5,37.1,36.3,23.8,19.4,9.3,14.8,4.6
37127,8.7,50000.0,10.1,78.8,13.6,16.0,39.4,35.4,25.9,23.4,14.9,19.1,6.3
37129,5.3,66000.0,7.2,57.8,6.8,9.5,33.4,33.9,29.2,20.9,10.2,15.0,4.2
37131,8.1,42000.0,9.2,84.9,19.0,23.0,49.7,39.5,22.9,23.1,21.7,21.0,6.2
37133,7.1,53000.0,9.6,76.4,7.7,10.1,26.2,27.1,32.9,23.7,12.5,17.8,5.1
37135,9.4,83000.0,7.3,39.2,7.0,6.6,28.0,29.1,25.6,17.6,10.3,11.7,3.5
37137,6.7,50000.0,8.4,78.5,11.3,12.9,44.2,40.7,23.2,19.9,14.7,18.2,4.3
37139,7.0,57000.0,8.9,76.7,11.6,17.6,37.3,33.7,22.6,23.5,14.0,17.9,5.4
37141,6.9,60000.0,8.3,71.0,11.2,11.2,36.6,37.3,25.9,24.4,12.3,18.5,4.2
37143,6.9,51000.0,7.7,80.4,13.4,15.2,42.9,39.6,21.7,20.4,14.4,18.1,5.3
37145,8.9,59000.0,8.1,84.3,11.8,15.1,39.9,36.3,22.3,20.8,13.5,19.3,5.0
37147,6.9,50000.0,10.6,67.9,11.0,15.7,33.7,31.7,35.8,25.9,17.1,16.8,5.0
37151,9.3,49000.0,8.6,83.9,17.0,14.1,36.0,36.2,33.2,22.0,14.2,20.2,4.7
37153,8.2,42000.0,10.6,82.2,17.1,26.9,41.1,36.1,27.1,22.1,21.5,22.2,7.3
37155,8.5,39000.0,14.6,86.0,22.4,27.5,42.5,36.4,41.2,35.3,26.6,26.2,7.6
37157,8.8,50000.0,10.0,84.8,16.8,15.4,40.3,37.4,30.7,23.1,13.8,20.9,5.5
37159,9.6,55000.0,8.1,80.2,14.1,14.3,36.1,35.1,25.4,23.3,14.4,19.7,5.0
37163,8.6,45000.0,11.9,85.6,19.0,18.1,39.0,35.3,33.2,25.3,21.2,20.8,4.5
37165,8.3,34000.0,10.5,84.5,19.1,27.0,43.2,37.0,25.8,23.8,29.7,24.4,9.5
37167,8.9,54000.0,7.6,82.4,13.5,12.3,35.9,36.2,25.7,21.9,14.5,19.1,4.4
37169,8.4,59000.0,9.6,86.6,14.9,11.5,37.6,38.2,26.8,20.5,12.1,21.0,4.2
37177,6.4,42000.0,8.3,89.4,23.4,16.2,42.5,36.5,21.4,20.6,20.8,21.6,7.0
37179,9.6,91000.0,9.1,64.0,10.4,7.3,30.9,32.7,27.4,21.9,7.0,15.6,3.9
37181,8.7,42000.0,9.1,82.5,16.9,26.7,43.7,36.5,29.7,23.0,21.3,20.9,7.9
37183,10.1,89000.0,8.2,46.0,6.6,6.4,29.2,30.2,27.3,17.1,7.4,11.7,4.0
37185,8.3,43000.0,8.6,84.7,16.2,20.7,48.2,38.9,21.6,20.5,22.8,21.4,7.7
37187,6.9,39000.0,8.9,87.2,16.0,23.6,46.9,39.1,21.4,22.2,24.3,21.1,6.9
37191,8.5,53000.0,11.3,80.2,14.5,18.2,37.0,33.6,27.5,27.0,14.9,19.9,5.0
37195,8.6,44000.0,10.1,80.0,18.6,18.0,40.1,35.6,32.6,27.5,21.2,20.8,6.7
45015,8.7,70000.0,12.6,74.6,10.9,8.9,36.2,34.7,34.2,24.9,11.1,17.9,3.6
45019,7.8,72000.0,9.2,54.7,7.6,8.8,33.8,34.1,28.5,20.3,11.9,14.4,3.6
45025,7.1,45000.0,11.7,87.6,22.2,18.1,45.3,39.3,31.6,32.5,19.7,22.3,4.5
45027,8.7,53000.0,11.8,84.2,19.8,21.1,48.1,40.0,35.2,22.8,18.4,20.8,4.9
45031,8.7,42000.0,12.5,82.4,16.9,20.7,44.6,38.5,32.2,28.1,18.9,20.8,4.5
45033,8.2,41000.0,10.8,87.1,21.4,25.8,48.0,39.3,34.9,29.5,22.2,25.2,5.8
45035,8.7,63000.0,10.8,71.8,11.0,9.5,36.6,36.0,37.2,23.4,12.1,17.5,3.6
45041,8.2,47000.0,12.2,75.8,14.1,18.5,43.0,34.7,32.6,31.3,17.1,19.4,4.1
45043,7.7,58000.0,12.8,70.3,10.8,14.2,46.5,40.7,35.7,27.0,15.1,16.4,4.8
45051,7.8,55000.0,10.5,75.8,9.4,10.5,42.1,38.4,31.2,26.1,12.8,19.1,5.1
45055,9.1,60000.0,11.2,78.9,10.8,13.6,41.2,38.4,30.6,26.7,14.4,18.5,3.7
45061,8.8,40000.0,10.5,85.1,18.2,24.9,47.9,36.9,24.7,29.2,23.0,22.6,5.6
45067,8.0,38000.0,12.2,87.0,20.8,26.4,48.1,38.0,32.1,30.8,21.8,22.9,6.6
45069,8.4,39000.0,13.4,92.3,22.4,23.4,48.4,38.9,29.0,30.9,26.0,26.8,7.8
45085,9.1,46000.0,12.0,79.2,13.0,18.5,42.1,34.8,36.5,30.1,20.5,20.0,4.6
45089,8.2,38000.0,16.3,85.7,16.7,25.8,51.9,40.1,40.9,31.2,25.4,21.2,6.1
51001,7.3,44000.0,10.9,80.3,17.5,15.0,44.7,36.5,34.6,27.4,17.6,19.9,4.3
51003,7.1,80000.0,8.3,41.3,7.3,4.1,30.1,31.4,23.5,18.4,6.3,11.4,3.2
51005,7.2,52000.0,10.6,85.4,10.6,12.5,42.6,38.0,30.6,25.1,11.7,20.1,4.1
51007,7.9,71000.0,7.4,81.8,14.4,11.0,41.8,38.1,28.5,22.3,9.0,19.6,3.6
51009,8.0,61000.0,10.7,78.7,13.4,10.2,40.3,35.7,26.2,23.4,11.2,18.4,3.7
51011,7.9,55000.0,7.5,78.5,12.2,13.5,39.7,35.1,26.6,23.1,12.6,18.8,3.9
51015,7.7,68000.0,10.3,77.7,11.3,6.2,37.7,37.4,31.3,26.2,8.3,18.5,3.1
51017,6.6,56000.0,8.0,82.6,12.5,5.6,44.8,39.9,24.0,21.4,11.2,20.3,4.6
51019,7.8,70000.0,9.7,69.1,8.2,6.6,37.2,36.4,30.7,20.8,6.8,16.3,3.4
51023,7.6,71000.0,8.3,73.1,6.4,4.3,38.3,36.7,27.4,22.3,6.6,16.0,3.0
51025,8.1,46000.0,8.5,85.2,23.0,17.7,45.9,35.9,28.1,24.1,20.2,21.7,6.3
51029,7.7,49000.0,10.1,87.4,17.5,14.3,43.7,35.4,34.1,22.9,16.8,22.2,5.3
51031,8.3,59000.0,10.7,76.5,11.2,10.9,38.6,35.5,32.6,24.3,8.9,19.0,3.8
51033,8.0,68000.0,9.9,78.2,12.0,11.2,37.7,33.4,23.6,23.0,9.8,18.1,4.3
51036,6.5,62000.0,8.3,83.8,18.5,11.7,47.3,37.9,21.3,19.9,9.9,19.6,4.4
51037,8.1,45000.0,8.3,86.1,16.1,15.3,46.3,39.1,30.1,20.9,17.2,21.9,3.7
51041,7.4,84000.0,10.7,59.9,7.4,6.8,35.9,32.6,36.2,22.6,6.6,14.4,3.6
51045,7.1,57000.0,6.8,78.3,8.5,9.3,38.0,37.4,23.9,20.3,10.4,17.0,3.3
51049,7.7,51000.0,8.3,83.5,14.2,17.3,43.7,36.5,24.4,22.4,13.5,18.1,4.3
51053,8.2,64000.0,10.9,82.2,15.5,12.4,41.1,35.2,26.8,23.4,11.1,18.7,4.5
51057,7.5,56000.0,8.9,83.8,17.2,16.8,45.0,37.7,26.3,23.8,12.3,20.1,4.8
51063,7.5,54000.0,7.3,78.3,11.0,10.4,39.1,35.9,21.9,21.4,10.9,18.7,3.1
51065,7.7,80000.0,8.9,64.4,7.5,5.1,35.6,34.5,24.9,16.2,6.8,14.3,3.3
51067,8.0,62000.0,9.6,77.3,11.6,10.2,42.3,38.5,38.5,27.0,11.5,18.3,3.5
51073,7.5,74000.0,8.4,76.0,10.9,8.2,36.0,34.8,22.2,22.7,7.9,16.8,3.4
51075,8.1,102000.0,7.5,56.2,6.9,4.1,38.3,36.2,24.7,19.5,5.8,13.2,3.1
51079,7.4,70000.0,6.5,70.0,12.1,8.6,37.1,35.6,30.0,21.3,8.1,16.9,3.0
51081,8.0,49000.0,10.8,88.7,21.9,12.6,45.0,33.6,24.8,20.8,21.5,22.8,4.9
51083,8.6,43000.0,10.5,83.9,17.6,16.7,46.2,36.5,25.2,25.0,17.8,19.5,4.8
51085,8.4,98000.0,8.1,59.7,6.1,4.0,35.3,34.6,33.5,18.2,5.0,13.7,3.0
51087,7.1,80000.0,9.1,55.7,7.5,8.8,34.9,31.3,28.5,21.6,8.3,14.1,4.0
51089,8.3,42000.0,11.6,84.9,19.8,17.8,44.9,37.4,34.4,31.1,12.9,21.9,4.7
51093,7.7,75000.0,7.8,72.0,11.1,8.2,40.0,36.0,29.3,24.7,7.6,16.6,3.5
51095,7.7,87000.0,7.8,49.0,4.6,4.7,36.5,36.5,25.6,16.9,6.5,11.5,4.0
51097,7.5,60000.0,8.3,74.2,9.3,12.5,42.4,37.8,23.5,21.4,11.1,16.8,3.1
51099,7.9,91000.0,9.7,64.5,7.5,7.4,33.4,30.8,30.3,20.0,6.0,15.2,2.9
51101,7.8,79000.0,8.9,75.9,5.8,7.6,36.7,33.7,27.8,22.5,6.2,17.1,3.3
51103,7.3,56000.0,11.6,66.1,9.8,12.5,48.1,41.5,21.7,21.1,10.3,14.5,5.3
51109,7.8,70000.0,7.6,74.8,11.6,8.6,39.9,37.4,26.6,24.2,7.9,18.6,3.4
51111,8.1,47000.0,9.3,87.5,18.2,14.3,45.1,36.2,31.4,22.2,16.5,21.4,3.8
51115,7.1,69000.0,7.7,70.9,8.1,8.0,42.4,39.5,24.1,18.8,8.5,14.2,3.2
51117,8.5,50000.0,11.0,76.9,15.2,13.6,44.6,38.2,39.4,28.6,15.4,19.4,4.7
51119,7.4,61000.0,9.2,73.1,12.2,12.0,45.0,40.6,25.6,22.3,11.6,15.9,3.4
51121,7.7,62000.0,9.4,54.0,6.2,5.5,27.9,27.3,27.0,19.0,19.3,14.6,3.0
51125,7.5,61000.0,7.8,69.1,14.7,10.7,41.9,38.4,26.0,22.0,10.7,16.2,3.5
51127,7.7,108000.0,7.7,67.9,6.5,4.2,35.8,34.8,23.0,19.6,4.6,15.7,3.0
51131,7.0,50000.0,9.0,73.9,14.9,17.6,46.1,37.5,31.8,23.1,16.2,17.4,5.4
51133,7.4,61000.0,6.9,67.4,7.9,12.1,46.6,39.5,20.7,18.9,12.3,14.2,4.9
