Incidence Rate Report for United States by County

"Thyroid (All Stages^), 2015-2019"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

State, FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Atlantic County, New Jersey(7)",34001,9.8 ,7.5, 12.6,N/A , 1 , 19,13,rising,3.9 ,1.7, 6.0
"Lorain County, Ohio(6)",39093,9.8 ,7.7, 12.3,N/A , 2 , 32,16,rising,6.7 ,3.7, 9.8
"Monroe County, New York(7)",36055,9.8 ,8.4, 11.4,N/A , 7 , 30,38,rising,4.6 ,2.9, 6.3
"Payne County, Oklahoma(6)",40119,9.8 ,5.5, 16.1,N/A , 1 , 7,3,*,*,*,*
"Terrebonne Parish, Louisiana(7)",22109,9.8 ,6.4, 14.3,N/A , 1 , 17,6,*,*,*,*
"Paulding County, Georgia(7)",13223,9.8 ,6.8, 13.6,N/A , 1 , 13,7,*,*,*,*
"Kenton County, Kentucky(7)",21117,9.7 ,6.9, 13.3,N/A , 1 , 9,8,*,*,*,*
"Armstrong County, Pennsylvania(6)",42005,9.7 ,5.5, 15.8,N/A , 1 , 46,4,*,*,*,*
"Warrick County, Indiana(6)",18173,9.7 ,5.4, 16,N/A , 1 , 17,3,*,*,*,*
"Sauk County, Wisconsin(6)",55111,9.7 ,5.5, 15.7,N/A , 1 , 21,4,*,*,*,*
"Newport County, Rhode Island(6)",44005,9.7 ,6.2, 14.5,N/A , 1 , 4,5,*,*,*,*
"White County, Arkansas(6)",05145,9.7 ,5.9, 15,N/A , 1 , 9,4,*,*,*,*
"Miami County, Ohio(6)",39109,9.7 ,6.2, 14.3,N/A , 1 , 42,5,*,*,*,*
"Manitowoc County, Wisconsin(6)",55071,9.6 ,6.1, 14.6,N/A , 1 , 20,5,*,*,*,*
"Hall County, Georgia(7)",13139,9.6 ,7.1, 12.7,N/A , 1 , 11,10,stable,3.6 ,-0.1, 7.5
"Hunterdon County, New Jersey(7)",34019,9.6 ,6.4, 13.9,N/A , 1 , 21,7,rising,70.5 ,19.3, 143.7
"Hancock County, Maine(6)",23009,9.6 ,5.1, 16.5,N/A , 1 , 7,3,*,*,*,*
"Dutchess County, New York(7)",36027,9.6 ,7.5, 12,N/A , 5 , 35,16,rising,3.7 ,1.1, 6.5
"Cabarrus County, North Carolina(6)",37025,9.5 ,7, 12.7,N/A , 1 , 18,10,stable,1.1 ,-2.9, 5.3
"Columbiana County, Ohio(6)",39029,9.5 ,6.2, 14,N/A , 1 , 42,6,stable,3.6 ,-1.7, 9.1
"Greene County, Ohio(6)",39057,9.5 ,6.6, 13.3,N/A , 1 , 41,7,stable,3.7 ,-0.3, 8.0
"Cherokee County, Georgia(7)",13057,9.5 ,7.1, 12.3,N/A , 1 , 11,12,rising,3.1 ,0.1, 6.1
"Marshall County, Alabama(6)",01095,9.5 ,6.1, 14.1,N/A , 1 , 5,5,*,*,*,*
"Rensselaer County, New York(7)",36083,9.5 ,6.7, 13,N/A , 3 , 38,8,*,*,*,*
"Thurston County, Washington(7)",53067,9.5 ,7.3, 12,N/A , 1 , 9,14,rising,3.7 ,1.8, 5.6
"Luzerne County, Pennsylvania(6)",42079,9.4 ,7.5, 11.8,N/A , 6 , 43,17,rising,2.6 ,0.1, 5.2
"Providence County, Rhode Island(6)",44007,9.4 ,8, 11.1,N/A , 1 , 4,31,stable,1.1 ,-0.7, 2.8
"Lafayette Parish, Louisiana(7)",22055,9.4 ,7, 12.3,N/A , 1 , 16,11,rising,4.0 ,0.8, 7.3
"El Paso County, Colorado(6)",08041,9.4 ,7.9, 11,N/A , 1 , 8,32,falling,-3.4 ,-6.7, -0.1
"Salem County, New Jersey(7)",34033,9.4 ,5.3, 15.5,N/A , 1 , 21,3,*,*,*,*
"Blount County, Alabama(6)",01009,9.4 ,5.2, 15.7,N/A , 1 , 8,3,*,*,*,*
"El Dorado County, California(7)",06017,9.3 ,6.9, 12.5,N/A , 1 , 27,11,rising,3.6 ,0.4, 6.9
"Midland County, Michigan(6)",26111,9.3 ,5.5, 14.7,N/A , 1 , 20,4,*,*,*,*
"Wagoner County, Oklahoma(6)",40145,9.3 ,5.5, 14.7,N/A , 1 , 7,4,*,*,*,*
"Winnebago County, Wisconsin(6)",55139,9.3 ,6.5, 12.8,N/A , 1 , 19,7,*,*,*,*
"Bossier Parish, Louisiana(7)",22015,9.2 ,6.1, 13.4,N/A , 1 , 17,6,rising,4.3 ,0.7, 8.1
"Tom Green County, Texas(7)",48451,9.2 ,6.2, 13.3,N/A , 1 , 34,6,*,*,*,*
"Williamson County, Tennessee(6)",47187,9.2 ,6.8, 12.2,N/A , 1 , 13,11,*,*,*,*
"Somerset County, Pennsylvania(6)",42111,9.2 ,5.6, 14.4,N/A , 2 , 46,4,stable,2.8 ,-0.8, 6.5
